,idDrink,strDrink,strDrinkAlternate,strDrinkES,strDrinkDE,strDrinkFR,strDrinkZH-HANS,strDrinkZH-HANT,strTags,strVideo,strCategory,strIBA,strAlcoholic,strGlass,strInstructions,strInstructionsES,strInstructionsDE,strInstructionsFR,strInstructionsZH-HANS,strInstructionsZH-HANT,strDrinkThumb,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15,strCreativeCommonsConfirmed,dateModified
198,11558,Japanese Fizz,,,,,,,,,Ordinary Drink,,Alcoholic,Highball glass,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",,"Alle Zutaten (außer kohlensäurehaltigem Wasser) mit Eis schütteln und über zwei Eiswürfel in ein Highball-Glas abseihen. Mit kohlensäurehaltigem Wasser auffüllen, umrühren und servieren.",,,,https://www.thecocktaildb.com/images/media/drink/37vzv11504884831.jpg,Blended whiskey,Lemon,Powdered sugar,Port,Egg white,Carbonated water,,,,,,,,,,1 1/2 oz ,Juice of 1/2 ,1 tsp ,1 tblsp,1 ,,,,,,,,,,,No,2017-09-08 16:33:51
199,12688,Just a Moonmint,,,,,,,,,Milk / Float / Shake,,Non alcoholic,Highball Glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",,"Alle Zutaten in den Mixer geben - abdecken und bei mittlerer Geschwindigkeit schaumig schlagen, bis sie gut vermischt sind. In ein großes, 2 mittlere oder 3 kleine Gläser füllen und geniessen.",,,,https://www.thecocktaildb.com/images/media/drink/znald61487604035.jpg,Milk,Chocolate syrup,Mint syrup,,,,,,,,,,,,,2 cups ,,,,,,,,,,,,,,,No,2017-02-20 15:20:36
200,15825,Jamaican Coffee,,,,,,,,,Coffee / Tea,,Alcoholic,Champagne flute,"Stir the rum, coffee and water together. Top with the whipped cream. Sprinkle with a pinch of well ground coffee and drink with a straw.",,"Rum, Kaffee und Wasser miteinander verrühren. Mit der geschlagenen Sahne bedecken. Mit einer Prise gut gemahlenem Kaffee bestreuen und mit einem Strohhalm trinken.",,,,https://www.thecocktaildb.com/images/media/drink/xqptps1441247257.jpg,Rum,Coffee,Water,Whipped cream,,,,,,,,,,,,1/6 glass ,1/6 glass strong black ,1/2 glass cold ,,,,,,,,,,,,,No,2015-09-03 03:27:37
201,11566,Jewel Of The Nile,,,,,,,,,Ordinary Drink,,Alcoholic,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",,"In einem Mischglas, das halb mit Eiswürfeln gefüllt ist, alle Zutaten vermengen. Gut umrühren. In ein Cocktailglas abseihen.",,,,https://www.thecocktaildb.com/images/media/drink/hx4nrb1504884947.jpg,Gin,Green Chartreuse,Yellow Chartreuse,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1/2 oz ,,,,,,,,,,,,,No,2017-09-08 16:35:48
202,11542,Jack Rose Cocktail,,,,,,,Beach,,Ordinary Drink,,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",,"Alle Zutaten mit Eis schütteln, in ein Cocktailglas abseihen und servieren.",,,,https://www.thecocktaildb.com/images/media/drink/uuqqrv1439907068.jpg,Apple brandy,Grenadine,Lime,,,,,,,,,,,,,1 1/2 oz ,1 tsp ,Juice of 1/2 ,,,,,,,,,,,,,No,2015-08-18 15:11:08
203,16275,Jack's Vanilla Coke,,,,,,,,,Other/Unknown,,Alcoholic,Old-fashioned glass,"After pouring in your ingredients, and adding 3-5 ice cubes, according to taste. Stir the drink with a stirrer to get the Vanilla off the bottom.",,"Nach dem Einfüllen der Zutaten und dem Hinzufügen von 3-5 Eiswürfeln je nach Geschmack, rühren Sie das Getränk mit einem Rührer um, um die Vanille vom Boden zu lösen.",,,,https://www.thecocktaildb.com/images/media/drink/kjnt7z1504793319.jpg,Ice,Tennessee whiskey,Vanilla extract,Coca-Cola,,,,,,,,,,,,4-5 ,2 oz ,1 tsp ,10-12 oz ,,,,,,,,,,,,No,2017-09-07 15:08:39
204,17203,Kir,,,,,,,"IBA,ContemporaryClassic",,Ordinary Drink,,Alcoholic,Wine Glass,"Add the crème de cassis to the bottom of the glass, then top up with wine.",,Gib die Creme de Cassis auf den Boden des Glases und füge dann Wein hinzu.,,,,https://www.thecocktaildb.com/images/media/drink/apneom1504370294.jpg,Creme de Cassis,Champagne,,,,,,,,,,,,,,1 part ,5 parts ,,,,,,,,,,,,,,No,2017-09-02 17:38:14
205,12764,Karsk,,,,,,,,,Ordinary Drink,,Alcoholic,Highball glass,"Put a copper coin in a coffe-cup and fill up with coffee until you no longer see the coin, then add alcohol until you see the coin. Norwegian speciality.",,"Legen Sie eine Kupfermünze in eine Kaffeetasse und füllen Sie sie mit Kaffee, bis Sie die Münze nicht mehr sehen, dann fügen Sie Alkohol hinzu, bis Sie die Münze wieder sehen. Norwegische Spezialität.",,,,https://www.thecocktaildb.com/images/media/drink/808mxk1487602471.jpg,Coffee,Grain alcohol,,,,,,,,,,,,,,1 part ,2 parts ,,,,,,,,,,,,,,No,2017-02-20 14:54:31
206,11600,Kamikaze,,,,,,,"IBA,NewEra",,Ordinary Drink,New Era Drinks,Alcoholic,Cocktail glass,"Shake all ingredients together with ice. Strain into glass, garnish and serve.",,"Alle Zutaten zusammen mit Eis schütteln. In ein Glas abseihen, garnieren und servieren.",,,,https://www.thecocktaildb.com/images/media/drink/xa58bb1504373204.jpg,Vodka,Triple sec,Lime juice,,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,,,,,,,,,,,,,No,2017-09-02 18:26:44
207,13837,Kir Royale,,,,,,,,,Ordinary Drink,,Alcoholic,Champagne Flute,"Pour Creme de cassis in glass, gently pour champagne on top",,"Creme de Cassis in ein Glas geben, vorsichtig Champagner darüber gießen.",,,,https://www.thecocktaildb.com/images/media/drink/yt9i7n1504370388.jpg,Creme de Cassis,Champagne,,,,,,,,,,,,,,1 part ,5 parts ,,,,,,,,,,,,,,No,2017-09-02 17:39:48
208,14456,Kurant Tea,,,,,,,,,Coffee / Tea,,Alcoholic,Champagne flute,"Pour Absolut Kurant into a comfortably big tea-cup. Add the not too hot(!) apple tea and, if you like, some sugar. Enjoy!",,"Geben Sie Absolut Kurant in eine bequeme, große Teetasse. Füge den nicht zu heißen(!) Apfeltee und, wenn du willst, etwas Zucker hinzu. Viel Spaß!",,,,https://www.thecocktaildb.com/images/media/drink/xrsrpr1441247464.jpg,Absolut Kurant,Tea,Sugar,,,,,,,,,,,,,4 cl ,Turkish apple ," (if needed)
",,,,,,,,,,,,,No,2015-09-03 03:31:04
209,14752,Kiwi Lemon,,,,,,,,,Ordinary Drink,,Alcoholic,Highball glass,Mix in highball glass. Stirr. Garnish with slice of kiwi.,,Im Highball-Glas untermischen. Rühren. Mit einer Scheibe Kiwi garnieren.,,,,https://www.thecocktaildb.com/images/media/drink/tpupvr1478251697.jpg,Kiwi liqueur,Bitter lemon,Ice,,,,,,,,,,,,,1 part ,2 parts ,cubes,,,,,,,,,,,,,No,2016-11-04 09:28:17
210,16951,Kioki Coffee,,,,,,,,,Coffee / Tea,,Alcoholic,Coffee mug,Stir. Add whipped cream to the top.,,Rühren. Die geschlagene Sahne dazugeben.,,,,https://www.thecocktaildb.com/images/media/drink/uppqty1441247374.jpg,Kahlua,Brandy,Coffee,,,,,,,,,,,,,1 oz ,1/2 oz ,,,,,,,,,,,,,,No,2015-09-03 03:29:34
211,13190,Kool-Aid Shot,,,,,,,,,Shot,,Alcoholic,Old-fashioned glass,Pour into a large glass with ice and stir. Add a little cranberry juice to taste.,,In ein großes Glas mit Eis gießen und umrühren. Nach Belieben etwas Preiselbeersaft hinzufügen.,,,,https://www.thecocktaildb.com/images/media/drink/fegm621503564966.jpg,Vodka,Amaretto,Sloe gin,Triple sec,Cranberry juice,,,,,,,,,,,1 shot ,1 shot ,1 shot ,1 shot ,,,,,,,,,,,,No,2017-08-24 09:56:06
212,15026,Kiss me Quick,,,,,,,,,Ordinary Drink,,Alcoholic,Highball glass,mix in the glass,,Im Glas mischen.,,,,https://www.thecocktaildb.com/images/media/drink/m7iaxu1504885119.jpg,Cranberry vodka,Apfelkorn,Schweppes Russchian,Apple juice,Ice,,,,,,,,,,,4 cl ,2 cl ,7 cl ,8 cl ,cubes,,,,,,,,,,,No,2017-09-08 16:38:39
213,17006,Kool First Aid,,,,,,,,,Shot,,Alcoholic,Shot glass,"Add Kool Aid to a double shot glass, and top with rum. Slam and shoot.",,Geben Sie Kool Aid in ein Doppelschnapsglas und füllen Sie es mit Rum. Knall und Schuss.,,,,https://www.thecocktaildb.com/images/media/drink/hfp6sv1503564824.jpg,151 proof rum,Kool-Aid,,,,,,,,,,,,,,2 oz light ,1/2 tsp Tropical ,,,,,,,,,,,,,,No,2017-08-24 09:53:44
214,11602,Kentucky B And B,,,,,,,,,Ordinary Drink,,Alcoholic,Brandy snifter,Pour the bourbon and Benedictine into a brandy snifter.,,Den Bourbon und den Benediktiner in ein Brandyglas geben.,,,,https://www.thecocktaildb.com/images/media/drink/sqxsxp1478820236.jpg,Bourbon,Benedictine,,,,,,,,,,,,,,2 oz ,1/2 oz ,,,,,,,,,,,,,,No,2016-11-10 23:23:56
215,11604,Kentucky Colonel,,,,,,,,,Ordinary Drink,,Alcoholic,Cocktail glass,In a shaker half-filled with ice cubes combine the courbon and Benedictine. Shake and strain into a cocktail glass. Garnish with the lemon twist.,,"In einem Shaker, der halb mit Eiswürfeln gefüllt ist, den Bourbon und den Benediktiner vermengen. Schütteln und in ein Cocktailglas abseihen. Mit der Zitronenscheibe garnieren.",,,,https://www.thecocktaildb.com/images/media/drink/utqwpu1478820348.jpg,Bourbon,Benedictine,Lemon peel,,,,,,,,,,,,,3 oz ,1/2 oz ,1 twist of ,,,,,,,,,,,,,No,2016-11-10 23:25:48
216,14446,Kool-Aid Slammer,,,,,,,,,Shot,,Alcoholic,Shot glass,"Fill half the shot glass with the kool-aid first. Then put a paper towel over the top of the glass and slowly pour in the vodka. If you do it right, you should be able to see that the two liquids are separated, with the vodka on top. Now slam it! The last thing you'll taste is the kool-aid.",,"Füllen Sie zuerst die Hälfte des Schnapsglases mit dem Kool-Aid. Dann legen Sie ein Papiertuch über das Glas und gießen Sie den Wodka langsam ein. Wenn du es richtig machst, solltest du sehen können, dass die beiden Flüssigkeiten getrennt sind, mit dem Wodka oben drauf. Jetzt knall es rein! Das Letzte, was du schmecken wirst, ist das Kool-Aid.",,,,https://www.thecocktaildb.com/images/media/drink/kugu2m1504735473.jpg,Kool-Aid,Vodka,,,,,,,,,,,,,,1/2 oz Grape ,1/2 oz ,,,,,,,,,,,,,,No,2017-09-06 23:04:33
217,12714,Kiwi Papaya Smoothie,,,,,,,,,Other/Unknown,,Non alcoholic,Highball Glass,Throw everything into a blender and liquify.,,Alles in einen Mixer geben und aufschlagen.,,,,https://www.thecocktaildb.com/images/media/drink/jogv4w1487603571.jpg,Kiwi,Papaya,,,,,,,,,,,,,,3 ,1/2 ,,,,,,,,,,,,,,No,2017-02-20 15:12:51
218,12720,Kill the cold Smoothie,,,,,,,,,Other/Unknown,,Non alcoholic,Highball glass,Juice ginger and lemon and add it to hot water. You may add cardomom.,,Ingwer und Zitrone entsaften und in heißes Wasser geben. Du kannst Cardomom hinzufügen.,,,,https://www.thecocktaildb.com/images/media/drink/7j1z2e1487603414.jpg,Ginger,Lemon,Water,,,,,,,,,,,,,1 inch ,1/4 ,1 cup hot ,,,,,,,,,,,,,No,2017-02-20 15:10:15
219,12704,Limeade,,,,,,,,,Other/Unknown,,Non alcoholic,Highball glass,"In a large glass, put the lime juice and sugar, and stir well. Add cold seltzer water to fill. Put the lime peels in the glass. Drink. Repeat until limes or soda run out.",,"In einem großen Glas Limettensaft und Zucker anrühren. Füge kaltes Selterswasser zum Befüllen hinzu. Die Limettenschalen in das Glas geben. Trink. Wiederholen Sie dies, bis Limetten oder Soda aufgebraucht sind.",,,,https://www.thecocktaildb.com/images/media/drink/5jdp5r1487603680.jpg,Lime,Sugar,Soda water,Lime peel,,,,,,,,,,,,Juice of 1 ,1 tblsp ," (seltzer water)
",,,,,,,,,,,,,No,2017-02-20 15:14:40
220,14378,Lunch Box,,,,,,,,,Beer,,Alcoholic,Pint glass,Fill a pint glass almost full with beer. Then fill the rest with orange juice (careful not to fill it to the top). Then take the shot of Amaretto and drop it in.,,"Füllen Sie ein Pintglas fast voll mit Bier. Dann den Rest mit Orangensaft füllen (darauf achten, ihn nicht nach oben zu füllen). Dann nimm den Schuss Amaretto und lass ihn rein.",,,,https://www.thecocktaildb.com/images/media/drink/qywpvt1454512546.jpg,Beer,Amaretto,Orange juice,,,,,,,,,,,,,3/4 bottle ,1 shot ,1 oz ,,,,,,,,,,,,,No,2016-02-03 15:15:46
221,12752,Lemon Shot,,,,,,,,,Shot,,Alcoholic,Shot glass,"Mix Galliano and Absolut Citron in a shot glass, lay lemon wedge sprinkled with sugar over glass and pour a rum over wedge and glass. light rum with a lighter and let burn for a second. Do shot quickly and suck on lemon. If it is done correctly, this will taste like a shot of sweet lemonade.",,"Galliano und Absolut Citron in einem Schnapsglas mischen, Zitronenkeil mit Zucker bestreut über Glas legen und Rum über Keil und Glas gießen. Light Rum mit einem Feuerzeug für eine Sekunde brennen lassen. Trinken Sie schnell und saugen Sie an der Zitrone. Wenn es richtig gemacht wird, schmeckt es wie ein Schuss süße Limonade.",,,,https://www.thecocktaildb.com/images/media/drink/mx31hv1487602979.jpg,Galliano,Absolut Citron,Lemon,Sugar,151 proof rum,,,,,,,,,,,1/2 oz ,1/2 oz ," wedge
",Bacardi ,,,,,,,,,,,,No,2017-02-20 15:02:59
222,13196,Long vodka,,,,,,,,,Ordinary Drink,,Alcoholic,Highball glass,"Shake a tall glass with ice cubes and Angostura, coating the inside of the glass. Por the vodka onto this, add 1 slice of lime and squeeze juice out of remainder, mix with tonic, stir and voila you have a Long Vodka",,"Schütteln Sie ein hohes Glas mit Eiswürfeln und Angostura und beschichten Sie so die Innenseite des Glases. Den Wodka darüber gießen, 1 Scheibe Limette hinzufügen und den Saft aus dem Rest herausquetschen, mit Tonic mischen, umrühren und voila, Sie haben einen langen Wodka.",,,,https://www.thecocktaildb.com/images/media/drink/9179i01503565212.jpg,Vodka,Lime,Angostura bitters,Tonic water,Ice,,,,,,,,,,,5 cl ,1/2 ,4 dashes ,1 dl Schweppes ,4 ,,,,,,,,,,,No,2017-08-24 10:00:12
223,14366,Lemon Drop,,,,,,,"IBA,NewEra",,Cocktail,,Alcoholic,Cocktail glass,Shake and strain into a chilled cocktail glass rimmed with sugar.,,Schütteln und abseihen in ein gekühltes Cocktailglas mit Zuckerrand.,,,,https://www.thecocktaildb.com/images/media/drink/mtpxgk1504373297.jpg,Absolut Vodka,Cointreau,Lemon,,,,,,,,,,,,,1 1/2 shot ,1 1/2 shot ,Juice of 1 wedge ,,,,,,,,,,,,,No,2017-09-02 18:28:17
224,11658,Loch Lomond,,,,,,,,,Ordinary Drink,,Alcoholic,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine the Scotch, Drambuie, and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",,"In einem Mischglas, das halb mit Eiswürfeln gefüllt ist, Scotch, Drambuie und Wermut kombinieren. Gut umrühren. In ein Cocktailglas abseihen. Mit der Zitronenscheibe garnieren.",,,,https://www.thecocktaildb.com/images/media/drink/rpvtpr1468923881.jpg,Scotch,Drambuie,Dry Vermouth,Lemon peel,,,,,,,,,,,,2 oz ,1/2 oz ,1/2 oz ,1 twist of ,,,,,,,,,,,,No,2016-07-19 11:24:41
225,11662,London Town,,,,,,,,,Ordinary Drink,,Alcoholic,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",,"In einem Mischglas, das halb mit Eiswürfeln gefüllt ist, alle Zutaten vermengen. Gut umrühren. In ein Cocktailglas abseihen.",,,,https://www.thecocktaildb.com/images/media/drink/rpsrqv1468923507.jpg,Gin,Maraschino liqueur,Orange bitters,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,2 dashes ,,,,,,,,,,,,,No,2016-07-19 11:18:27
226,12692,Lassi Khara,,,,,,,,,Other/Unknown,,Non alcoholic,Highball Glass,Blend (frappe) in blender until frothy. Add torn curry leaves and serve cold.,,Im Mixer zu einem schaumigen Ganzen verrühren (Frappe). Zerrissene Curryblätter hinzufügen und kalt servieren.,,,,https://www.thecocktaildb.com/images/media/drink/m1suzm1487603970.jpg,Yoghurt,Water,Salt,Asafoetida,,,,,,,,,,,,1 cup ,2 cups cold ,1 tsp ,1 pinch ,,,,,,,,,,,,No,2017-02-20 15:19:30
227,12694,Lassi Raita,,,,,,,,,Other/Unknown,,Non alcoholic,Highball Glass,"Blend the yoghurt and ice cubes together, until the yoghurt becomes more liquid. Add sugar to taste. The lemon/lime is optional but it gives it a slightly tart taste. Dash of salt. Raita is also good for the summer. Instead of having a traditional salad you can make raita instead.",,"Joghurt und Eiswürfel zusammen mischen, bis der Joghurt flüssiger wird. Nach Belieben Zucker hinzufügen. Die Zitrone / Limette ist optional, verleiht ihr aber einen leicht herberen Geschmack. Eine Prise Salz. Raita ist auch gut für den Sommer. Anstatt einen traditionellen Salat zu essen, können Sie stattdessen Raita machen.",,,,https://www.thecocktaildb.com/images/media/drink/s4x0qj1487603933.jpg,Yoghurt,Ice,Sugar,Lime,Salt,,,,,,,,,,,2 cups ,4-6 ,,,,,,,,,,,,,,No,2017-02-20 15:18:53
228,12702,Lemouroudji,,,,,,,,,Other/Unknown,,Non alcoholic,Highball Glass,"Juice the lemons. Peel and grate the ginger. Place the grated ginger and a liberal dash of the cayenne pepper into a piece of cheesecloth, and tie it into a knot. Let soak in the water. After 15 minutes or so, add the sugar, and the lemon juice. Chill, and serve.",,Die Zitronen entsaften. Den Ingwer schälen und raspeln. Den geriebenen Ingwer und einen kräftigen Spritzer Cayennepfeffer in ein Stück Seihtuch geben und zu einem Knoten binden. Im Wasser einweichen lassen. Nach etwa 15 Minuten den Zucker und den Zitronensaft hinzufügen. Abkühlen lassen und servieren.,,,,https://www.thecocktaildb.com/images/media/drink/eirmo71487603745.jpg,Ginger,Water,Lemon,Sugar,Cayenne pepper,,,,,,,,,,,2 pieces ,1 gal ,1 lb ,1 cup ,ground ,,,,,,,,,,,No,2017-02-20 15:15:45
229,11670,Lord And Lady,,,,,,,,,Ordinary Drink,,Alcoholic,Old-fashioned glass,Pour the rum and Tia Maria into an old-fashioned glass almost filled with ice cubes. Stir well.,,"Den Rum und Tia Maria in ein old-fashioned Glas gießen, das fast mit Eiswürfeln gefüllt ist. Gut umrühren.",,,,https://www.thecocktaildb.com/images/media/drink/quwrys1468923219.jpg,Dark rum,Tia maria,,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,,,,,,,,,,,,,,No,2016-07-19 11:13:39
230,12696,Lassi - Sweet,,,,,,,,,Other/Unknown,,Non alcoholic,Highball glass,Put all ingredients into a blender and blend until nice and frothy. Serve chilled.,,Alle Zutaten in einen Mixer geben und schaumig rühren. Kühl servieren.,,,,https://www.thecocktaildb.com/images/media/drink/9jeifz1487603885.jpg,Yoghurt,Water,Sugar,Salt,Lemon juice,,,,,,,,,,,1 cup ,2 cups cold ,4 tblsp ,pinch ,2 tblsp ,,,,,,,,,,,No,2017-02-20 15:18:05
231,12698,Lassi - Mango,,,,,,,,,Other/Unknown,,Non alcoholic,Highball glass,Put it all in a blender and pour over crushed ice. You can also use other fruits like strawberries and bananas.,,Alles in einen Mixer geben und über das zerstoßene Eis gießen. Du kannst auch andere Früchte wie Erdbeeren und Bananen verwenden.,,,,https://www.thecocktaildb.com/images/media/drink/1bw6sd1487603816.jpg,Mango,Yoghurt,Sugar,Water,,,,,,,,,,,,2 ,2 cups ,1/2 cup ,1 cup iced ,,,,,,,,,,,,No,2017-02-20 15:16:56
232,15086,Limona Corona,,,,,,,,,Beer,,Alcoholic,Beer Glass,"Open the Corona. Fill the empty space in the neck in the bottle with the rum. The bottle should be filled to the top. Plug the bottle with your thumb or the palm of your hand. Turn the bottle upside-down so the rum and beer mix. Turn the bottle rightside-up, unplug, and drink.",,"Öffne die Corona. Füllen Sie den leeren Platz im Hals in der Flasche mit dem Rum. Die Flasche sollte bis zum Anschlag gefüllt werden. Die Flasche mit dem Daumen oder der Handfläche verschließen. Drehen Sie die Flasche auf den Kopf, damit sich Rum und Bier vermischen. Drehen Sie die Flasche nach oben, ziehen Sie den Daumen heraus und trinken Sie.",,,,https://www.thecocktaildb.com/images/media/drink/wwqrsw1441248662.jpg,Corona,Bacardi Limon,,,,,,,,,,,,,,1 bottle ,1 oz ,,,,,,,,,,,,,,No,2015-09-03 03:51:02
233,11634,Lady Love Fizz,,,,,,,,,Ordinary Drink,,Alcoholic,Cocktail glass,"Shake all ingredients (except carbonated water) with ice and strain into a cocktail glass over two ice cubes. Fill with carbonated water, stir, and serve.",,,,,,https://www.thecocktaildb.com/images/media/drink/20d63k1504885263.jpg,Gin,Light cream,Powdered sugar,Lemon,Egg white,Carbonated water,,,,,,,,,,2 oz ,2 tsp ,1 tsp ,Juice of 1/2,1 ,,,,,,,,,,,No,2017-09-08 16:41:03
234,11002,Long Island Tea,,,,,,,"Strong,Asia,StrongFlavor,Brunch,Vegetarian",,Ordinary Drink,,Alcoholic,Highball glass,Combine all ingredients (except cola) and pour over ice in a highball glass. Add the splash of cola for color. Decorate with a slice of lemon and serve.,,"Alle Zutaten (außer Cola) mischen und in einem Highball-Glas über Eis gießen. Füge einen Spritzer Cola hinzu, um Farbe zu erhalten. Mit einer Scheibe Zitrone dekorieren und servieren.",,,,https://www.thecocktaildb.com/images/media/drink/tppn6i1589574695.jpg,Vodka,Light rum,Gin,Tequila,Lemon,Coca-Cola,,,,,,,,,,1/2 oz ,1/2 oz ,1/2 oz ,1/2 oz ,Juice of 1/2 ,1 splash ,,,,,,,,,,Yes,2015-08-18 14:54:32
235,11666,Lone Tree Cooler,,,,,,,,,Ordinary Drink,,Alcoholic,Collins glass,"Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice, add gin and vermouth, and stir. Fill with carbonated water and stir again. Add the twist of lemon peel and the orange spiral so that the end dangles over rim of glass.",,"Puderzucker und 2 oz. kohlensäurehaltiges Wasser in einem Collins-Glas verrühren. Das Glas mit Eis füllen, Gin und Wermut hinzufügen und umrühren. Mit kohlensäurehaltigem Wasser auffüllen und erneut umrühren. Fügen Sie die Zitronen- und die Orangenspirale hinzu, so dass das Ende über den Glasrand baumelt.",,,,https://www.thecocktaildb.com/images/media/drink/wsyqry1479298485.jpg,Carbonated water,Gin,Dry Vermouth,Powdered sugar,Orange spiral,Lemon peel,,,,,,,,,,,,,,,,,,,,,,,,,No,2016-11-16 12:14:45
236,11664,Lone Tree Cocktail,,,,,,,,,Ordinary Drink,,Alcoholic,Cocktail glass,"Stir ingredients with ice, strain into a cocktail glass, and serve.",,"Zutaten mit Eis verrühren, in ein Cocktailglas abseihen und servieren.",,,,https://www.thecocktaildb.com/images/media/drink/tsxpty1468923417.jpg,Sweet Vermouth,Gin,,,,,,,,,,,,,,3/4 oz ,1 1/2 oz ,,,,,,,,,,,,,,No,2016-07-19 11:16:57
237,178335,Lazy Coconut Paloma,,,,,,,,,Cocktail,,Alcoholic,Highball glass,Mix the coconut liqueur (preferably tequila) with the grapefruit juice and top with soda water. Garnish with a large grapefruit slice against the inside of the glass.,,,,,,https://www.thecocktaildb.com/images/media/drink/rytuex1598719770.jpg,Coconut Liqueur,Grapefruit Juice,Soda Water,,,,,,,,,,,,,30 ml,75 ml,Top,,,,,,,,,,,,,No,
238,17204,Long Island Iced Tea,,,,,,,"IBA,ContemporaryClassic",,Ordinary Drink,Contemporary Classics,Alcoholic,Highball glass,Mix all contents in a highball glass and sitr gently. Add dash of Coca-Cola for the coloring and garnish with lemon or lime twist.,,Den gesamten Inhalt in einem Highball-Glas mischen und vorsichtig umrühren. Für die Farbgebung einen Schuss Coca-Cola hinzufügen und mit Zitronen- oder Limettenspirale garnieren.,,,,https://www.thecocktaildb.com/images/media/drink/wx7hsg1504370510.jpg,Vodka,Tequila,Light rum,Gin,Coca-Cola,Lemon peel,,,,,,,,,,1/2 oz ,1/2 oz ,1/2 oz ,1/2 oz ,1 dash ,Twist of ,,,,,,,,,,No,2017-09-02 17:41:50
239,12690,Lassi - A South Indian Drink,,,,,,,,,Other/Unknown,,Non alcoholic,Highball Glass,"Blend in a blender for 3 seconds. Lassi is one of the easiest things to make, and there are many ways of making it. Basically, it is buttermilk (yoghurt whisked with water), and you can choose almost any consistency that you like, from the thinnest to the thickest. Serve cold.",,"In einem Mixer 3 Sekunden lang mischen. Lassi ist eines der am einfachsten herzustellenden Produkte, und es gibt viele Möglichkeiten, es herzustellen. Im Grunde ist es Buttermilch (Joghurt mit Wasser verrührt), und Sie können fast jede beliebige Konsistenz wählen, von der dünnsten bis zur dicksten. Kalt servieren.",,,,https://www.thecocktaildb.com/images/media/drink/iq6scx1487603980.jpg,Yoghurt,Water,Cumin seed,Salt,Mint,,,,,,,,,,,1/2 cup plain ,1 1/4 cup cold ,1/2 tsp ground roasted ,1/4 tsp ,1/4 tsp dried ,,,,,,,,,,,No,2017-02-20 15:19:40
240,12776,Melya,,,,,,,,,Coffee / Tea,,Non alcoholic,Coffee mug,"Brew espresso. In a coffee mug, place 1 teaspoon of unsweetened powdered cocoa, then cover a teaspoon with honey and drizzle it into the cup. Stir while the coffee brews, this is the fun part. The cocoa seems to coat the honey without mixing, so you get a dusty, sticky mass that looks as though it will never mix. Then all at once, presto! It looks like dark chocolate sauce. Pour hot espresso over the honey, stirring to dissolve. Serve with cream.",,"Espresso zubereiten. In eine Kaffeetasse 1 Teelöffel ungesüßten, pulverisierten Kakao geben, dann einen Teelöffel Honig in die Tasse träufeln. Rühren Sie um, während der Kaffee brüht, das ist der lustige Teil. Der Kakao scheint den Honig ohne Mischen zu überziehen, so dass Sie eine dichte, klebrige Masse erhalten, die aussieht, als würde sie sich nie vermischen. Dann auf einmal, presto! Es sieht aus wie dunkle Schokoladensoße. Heißen Espresso über den Honig gießen und unter Rühren auflösen. Mit Sahne servieren.",,,,https://www.thecocktaildb.com/images/media/drink/xwtptq1441247579.jpg,Espresso,Honey,Cocoa powder,,,,,,,,,,,,,,Unsweetened ,,,,,,,,,,,,,,No,2015-09-03 03:32:59
241,11000,Mojito,,,,,,,"IBA,ContemporaryClassic,Alcoholic,USA",,Cocktail,Contemporary Classics,Alcoholic,Highball glass,Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.,,Minzblätter mit Zucker und Limettensaft verrühren. Füge einen Spritzer Sodawasser hinzu und fülle das Glas mit gebrochenem Eis. Den Rum eingießen und mit Sodawasser übergießen. Garnieren und mit einem Strohhalm servieren.,,,,https://www.thecocktaildb.com/images/media/drink/3z6xdi1589574603.jpg,Light rum,Lime,Sugar,Mint,Soda water,,,,,,,,,,,2-3 oz ,Juice of 1 ,2 tsp ,2-4 ,,,,,,,,,,,,Yes,2016-11-04 09:17:09
