,wine,wine_id,wine_slug,appellation,appellation_slug,color,wine_type,regions,country,classification,vintage,date,is_primeurs,score,confidence_index,journalist_count,lwin,lwin_11
8238,"Duckhorn Vineyards, Three Palms Vineyard Merlot, Napa Valley",68073,duckhorn-vineyards-three-palms-vineyard-merlot-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2005,2008-12-15,False,88.49,C,3,,
8239,"Yeringberg, Red Blend, Yarra Valley",146730,yeringberg-red-blend-yarra-valley,Yarra Valley,yarra-valley,Red,,['Australia'],Australia,,2004,2008-12-15,False,88.33,B+,3,,
8240,"Marques De Murrieta, Castillo Ygay Gran Reserva Especial, Rioja",102222,marques-de-murrieta-castillo-ygay-gran-reserva-especial-rioja,Rioja,rioja,Red,,['Spain'],Spain,,2000,2008-12-15,False,88.13,B,4,1120482.0,11204822000.0
8241,"Bodega Hermanos Del Villar, Oro De Castilla Verdejo, Blanco, Rueda",13476,bodega-hermanos-del-villar-oro-de-castilla-verdejo-blanco-rueda,Rueda,rueda,White,dry,['Spain'],Spain,,2007,2008-12-11,False,87.13,B,3,,
8242,"Bollinger, R.D. Extra Brut, Blanc, Champagne",19765,bollinger-rd-extra-brut-blanc-champagne,Champagne,champagne,White,sparkling,['Champagne'],France,,1981,2008-12-01,False,93.14,C,3,1081806.0,10818061981.0
8243,"Quilceda Creek, Merlot, Columbia Valley",118285,quilceda-creek-merlot-columbia-valley,Columbia Valley,columbia-valley,Red,,['Washington'],Usa,,2005,2008-12-01,False,92.6,B,3,,
8244,"Pepper Bridge Winery, Cabernet Sauvignon, Walla Walla Valley",114409,pepper-bridge-winery-cabernet-sauvignon-walla-walla-valley,Walla Walla Valley,walla-walla-valley,Red,,['Washington'],Usa,,2005,2008-12-01,False,90.53,B,3,,
8245,"Craggy Range, Le Sol Gimblett Gravels Syrah, Hawkes Bay",47027,craggy-range-le-sol-gimblett-gravels-syrah-hawkes-bay,Hawkes Bay,hawkes-bay,Red,,['New Zealand'],New Zealand,,2002,2008-12-01,False,89.84,B,5,,
8246,"Louis Roederer, Brut Millesime Rose, Rosé, Champagne",98635,louis-roederer-brut-millesime-rose-rose-champagne,Champagne,champagne,Pink,sparkling,['Champagne'],France,,2003,2008-12-01,False,89.69,A+,4,,
8247,"John Anthony, Cabernet Sauvignon, Napa Valley",88910,john-anthony-cabernet-sauvignon-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2005,2008-12-01,False,87.48,A+,3,,
8248,"Larkmead Vineyards, Firebelle Red, Napa Valley",94121,larkmead-vineyards-firebelle-red-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2005,2008-11-30,False,90.6,A+,3,,
8249,"Planeta, Chardonnay, White, Menfi",148457,planeta-chardonnay-white-menfi,Menfi,menfi,White,,['Sicilia'],Sicily,,2006,2008-11-30,False,89.68,B,4,,
8250,"Planeta, Cometa, White, Menfi",148458,planeta-cometa-white-menfi,Menfi,menfi,White,,['Sicilia'],Sicily,,2006,2008-11-30,False,89.1,B,4,,
8251,"Leeuwin Estate, Art Series Riesling, White, Margaret River",95315,leeuwin-estate-art-series-riesling-white-margaret-river,Margaret River,margaret-river,White,dry,['Australia'],Australia,,2007,2008-11-30,False,87.89,A,3,,
8252,"Planeta, La Segreta Il Bianco, White, Menfi",148466,planeta-la-segreta-il-bianco-white-menfi,Menfi,menfi,White,,['Sicilia'],Sicily,,2006,2008-11-30,False,86.59,A+,3,,
8253,"Gaja, Sori Tildin, Langhe Rosso",147411,gaja-sori-tildin-langhe-rosso,Langhe Rosso,langhe-rosso,Red,,['Piedmont'],Italy,,2003,2008-11-24,False,93.39,B+,4,1099777.0,10997772003.0
8254,"Gaja, Sori San Lorenzo, Langhe Barbaresco",147619,gaja-sori-san-lorenzo-langhe-barbaresco,Langhe Barbaresco,langhe-barbaresco,Red,,['Piedmont'],Italy,,2003,2008-11-24,False,92.95,B,4,1174889.0,11748892003.0
8255,"Joseph Phelps Vineyards, Cabernet Sauvignon, Napa Valley",89561,joseph-phelps-vineyards-cabernet-sauvignon-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2004,2008-11-24,False,89.59,B,5,,
8256,"Domaine Vincent Paris, Saint Joseph",66156,domaine-vincent-paris-saint-joseph,Saint Joseph,saint-joseph,Red,,['Rhone'],France,,2006,2008-11-24,False,88.5,B,3,,
8257,"Saintsbury, Brown Ranch Pinot Noir, Carneros",123828,saintsbury-brown-ranch-pinot-noir-carneros,Carneros,carneros,Red,,['California'],Usa,,2005,2008-11-19,False,91.21,A,5,,
8258,"Tenuta il Poggione, Brunello Di Montalcino",148596,tenuta-il-poggione-brunello-di-montalcino,Brunello Di Montalcino,brunello-di-montalcino,Red,,['Tuscany'],Italy,,2003,2008-11-19,False,90.39,B,5,1103180.0,11031802003.0
8259,"Chateau De Camensac, Haut Medoc",33877,chateau-de-camensac-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,5eme Grand Cru classé en 1855,1996,2008-11-19,False,87.55,B,5,1007505.0,10075051996.0
8260,"Concha Y Toro, Carmin De Peumo Carmenere, Valle Del Rapel",45163,concha-y-toro-carmin-de-peumo-carmenere-valle-del-rapel,Valle Del Rapel,valle-del-rapel,Red,,['Chile'],Chile,,2005,2008-11-15,False,94.05,B,3,,
8261,"Andre Brunel, Les Cailloux Cuvee Centenaire, Chateauneuf Du Pape",4258,andre-brunel-les-cailloux-cuvee-centenaire-chateauneuf-du-pape,Chateauneuf Du Pape,chateauneuf-du-pape,Red,,['Rhone'],France,,2006,2008-11-15,False,93.48,B+,3,1109254.0,11092542006.0
8262,"Vega Sicilia, Tinto Valbuena 5, Ribera Del Duero",138843,vega-sicilia-tinto-valbuena-5-ribera-del-duero,Ribera Del Duero,ribera-del-duero,Red,,['Spain'],Spain,,2003,2008-11-15,False,93.36,C,3,1240599.0,12405992003.0
8263,"Ramey Wine Cellars, Larkmead Vineyard Cabernet Sauvignon, Napa Valley",118767,ramey-wine-cellars-larkmead-vineyard-cabernet-sauvignon-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2005,2008-11-15,False,91.21,B,4,,
8264,"Torbreck, Woodcutter'S Shiraz, Barossa Valley",135846,torbreck-woodcutters-shiraz-barossa-valley,Barossa Valley,barossa-valley,Red,,['Australia'],Australia,,2006,2008-11-15,False,90.15,B+,5,,
8265,"Realm Cellars, The Tempest Proprietary Red, Napa Valley",119397,realm-cellars-the-tempest-proprietary-red-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2005,2008-11-15,False,89.34,C,3,,
8266,"Paul Hobbs, Ulises Valdez Vineyard Chardonnay, White, Russian River Valley",113430,paul-hobbs-ulises-valdez-vineyard-chardonnay-white-russian-river-valley,Russian River Valley,russian-river-valley,White,dry,['California'],Usa,,2006,2008-11-15,False,88.76,C+,3,,
8267,"Artadi, Pagos Viejos, Rioja",6255,artadi-pagos-viejos-rioja,Rioja,rioja,Red,,['Spain'],Spain,,2006,2008-11-12,False,93.06,A+,3,1119741.0,11197412006.0
8268,"Cayuse Vineyards, En Cerise Vineyard Syrah, Walla Walla Valley",30148,cayuse-vineyards-en-cerise-vineyard-syrah-walla-walla-valley,Walla Walla Valley,walla-walla-valley,Red,,['Washington'],Usa,,2005,2008-11-01,False,95.0,A,3,,
8269,"Cayuse Vineyards, En Chamberlin Vineyard Syrah, Walla Walla Valley",30149,cayuse-vineyards-en-chamberlin-vineyard-syrah-walla-walla-valley,Walla Walla Valley,walla-walla-valley,Red,,['Washington'],Usa,,2004,2008-11-01,False,94.86,B+,4,,
8270,"Marchesi Antinori, Tenuta Tignanello, Tignanello, Toscana",147415,marchesi-antinori-tenuta-tignanello-tignanello-toscana,Toscana,toscana,Red,,['Tuscany'],Italy,,2004,2008-11-01,False,94.28,A+,4,1095391.0,10953912004.0
8271,"Cayuse Vineyards, Flying Pig, Walla Walla Valley",30150,cayuse-vineyards-flying-pig-walla-walla-valley,Walla Walla Valley,walla-walla-valley,Red,,['Washington'],Usa,,2005,2008-11-01,False,93.1,A,3,,
8272,"Chateau Raymond Lafon, Blanc, Sauternes",40359,chateau-raymond-lafon-blanc-sauternes,Sauternes,sauternes,White,sweet,['Bordeaux'],France,,1989,2008-11-01,False,91.2,B,5,1017441.0,10174411989.0
8273,"Chateau Branon, Pessac Leognan",32802,chateau-branon-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2001,2008-11-01,False,91.17,B,5,1007299.0,10072992001.0
8274,"Valdicava, Madonna del Piano, Brunello Di Montalcino Riserva",148561,valdicava-madonna-del-piano-brunello-di-montalcino-riserva,Brunello Di Montalcino Riserva,brunello-di-montalcino-riserva,Red,,['Tuscany'],Italy,,1998,2008-11-01,False,90.86,B,3,1105966.0,11059661998.0
8275,"Cayuse Vineyards, Camaspelo, Walla Walla Valley",30145,cayuse-vineyards-camaspelo-walla-walla-valley,Walla Walla Valley,walla-walla-valley,Red,,['Washington'],Usa,,2004,2008-11-01,False,90.78,C+,3,,
8276,"Delille Cellars, D2, Columbia Valley",50044,delille-cellars-d2-columbia-valley,Columbia Valley,columbia-valley,Red,,['Washington'],Usa,,2005,2008-11-01,False,90.76,A,4,,
8277,"L'Ecole No. 41, Perigee Seven Hills Vineyard, Walla Walla Valley",92094,lecole-no-41-perigee-seven-hills-vineyard-walla-walla-valley,Walla Walla Valley,walla-walla-valley,Red,,['Washington'],Usa,,2005,2008-11-01,False,90.69,A+,4,,
8278,"Andrew Will Winery, Ciel Du Cheval Red, Red Mountain",4532,andrew-will-winery-ciel-du-cheval-red-red-mountain,Red Mountain,red-mountain,Red,,['Washington'],Usa,,2005,2008-11-01,False,90.5,B+,3,,
8279,"Andrew Will Winery, Two Blondes Vineyard Red, Yakima Valley",4560,andrew-will-winery-two-blondes-vineyard-red-yakima-valley,Yakima Valley,yakima-valley,Red,,['Washington'],Usa,,2005,2008-11-01,False,90.4,A,4,,
8280,"Cayuse Vineyards, Flying Pig, Walla Walla Valley",30150,cayuse-vineyards-flying-pig-walla-walla-valley,Walla Walla Valley,walla-walla-valley,Red,,['Washington'],Usa,,2004,2008-11-01,False,90.31,B,4,,
8281,"Delille Cellars, Chaleur Estate Blanc, White, Columbia Valley",50042,delille-cellars-chaleur-estate-blanc-white-columbia-valley,Columbia Valley,columbia-valley,White,dry,['Washington'],Usa,,2006,2008-11-01,False,89.71,A+,3,,
8282,"Penfolds, Bin 51 Riesling, White, Eden Valley",114240,penfolds-bin-51-riesling-white-eden-valley,Eden Valley,eden-valley,White,dry,['Australia'],Australia,,2007,2008-11-01,False,89.28,B+,4,,
8283,"Pegasus Bay, Prima Donna Pinot Noir, Waipara",114052,pegasus-bay-prima-donna-pinot-noir-waipara,Waipara,waipara,Red,,['New Zealand'],New Zealand,,2005,2008-11-01,False,89.27,B+,3,,
8284,"Cadence Winery, Coda, Red Mountain",23202,cadence-winery-coda-red-mountain,Red Mountain,red-mountain,Red,,['Washington'],Usa,,2006,2008-11-01,False,88.55,B+,3,,
8285,"Pine Ridge Vineyards, Chenin Blanc - Viognier, White, Napa Valley",116327,pine-ridge-vineyards-chenin-blanc-viognier-white-napa-valley,Napa Valley,napa-valley,White,dry,['California'],Usa,,2007,2008-11-01,False,86.37,C+,3,,
8286,"Chateau Poujeaux, Moulis En Medoc",40209,chateau-poujeaux-moulis-en-medoc,Moulis En Medoc,moulis-en-medoc,Red,,['Bordeaux'],France,,1990,2008-11-01,False,85.65,B,4,1014349.0,10143491990.0
8287,"Realm Cellars, Beckstoffer Dr. Crane Vineyard Cabernet Sauvignon, St Helena",119389,realm-cellars-beckstoffer-dr-crane-vineyard-cabernet-sauvignon-st-helena,St Helena,st-helena,Red,,['California'],Usa,,2005,2008-10-31,False,93.36,B,3,,
8288,"Paul Avril Clos Des Papes, Blanc, Chateauneuf Du Pape",113306,paul-avril-clos-des-papes-blanc-chateauneuf-du-pape,Chateauneuf Du Pape,chateauneuf-du-pape,White,dry,['Rhone'],France,,2007,2008-10-31,False,92.29,C+,3,1110490.0,11104902007.0
8289,"Realm Cellars, Farella Vineyard Cabernet Sauvignon, Napa Valley",119391,realm-cellars-farella-vineyard-cabernet-sauvignon-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2005,2008-10-31,False,91.79,A+,3,,
8290,"Poggio al Tesoro, Sondraia, Bolgheri",150021,poggio-al-tesoro-sondraia-bolgheri,Bolgheri,bolgheri,Red,,['Tuscany'],Italy,,2005,2008-10-31,False,89.64,B,3,1168491.0,11684912005.0
8291,"Querciabella, Chianti Classico",147390,querciabella-chianti-classico,Chianti Classico,chianti-classico,Red,,['Tuscany'],Italy,,2006,2008-10-31,False,88.97,B,3,,
8292,"Chateau Mayne Lalande, Listrac Medoc",39222,chateau-mayne-lalande-listrac-medoc,Listrac Medoc,listrac-medoc,Red,,['Bordeaux'],France,,2005,2008-10-31,False,86.62,C+,3,,
8293,"Bergstrom Wines, Bergstrom Vineyard Pinot Noir, Dundee Hills",10947,bergstrom-wines-bergstrom-vineyard-pinot-noir-dundee-hills,Dundee Hills,dundee-hills,Red,,['Oregon'],Usa,,2006,2008-10-30,False,92.73,B,3,,
8294,"Chateau De Beaucastel, Blanc, Chateauneuf Du Pape",33711,chateau-de-beaucastel-blanc-chateauneuf-du-pape,Chateauneuf Du Pape,chateauneuf-du-pape,White,dry,['Rhone'],France,,2006,2008-10-30,False,92.53,B,3,1108390.0,11083902006.0
8295,"Montes Folly, Syrah, Valle De Colchagua",106870,montes-folly-syrah-valle-de-colchagua,Valle De Colchagua,valle-de-colchagua,Red,,['Chile'],Chile,,2005,2008-10-30,False,92.32,B,4,,
8296,"E. Guigal, Blanc, Cotes Du Rhone",68456,e-guigal-blanc-cotes-du-rhone,Cotes Du Rhone,cotes-du-rhone,White,dry,['Rhone'],France,,2006,2008-10-30,False,87.6,C+,3,,
8297,"Chateau Haut Bages Averous, Pauillac",147999,chateau-haut-bages-averous-pauillac,Pauillac,pauillac,Red,dry,['Bordeaux'],France,,2001,2008-10-27,False,88.85,C+,3,1011162.0,10111622001.0
8298,"Domaine De La Vougeraie, Les Evocelles, Gevrey Chambertin",55371,domaine-de-la-vougeraie-les-evocelles-gevrey-chambertin,Gevrey Chambertin,gevrey-chambertin,Red,,['Bourgogne'],France,,2001,2008-10-22,False,88.35,A+,3,1059416.0,10594162001.0
8299,"D'Arenberg, The Dead Arm Shiraz, Mclaren Vale",48121,darenberg-the-dead-arm-shiraz-mclaren-vale,Mclaren Vale,mclaren-vale,Red,,['Australia'],Australia,,2005,2008-10-20,False,87.27,C,5,1001949.0,10019492005.0
8300,"Penfolds, Grange Bin 95, Australian Wine",148445,penfolds-grange-bin-95-australian-wine,Australian Wine,australian-wine,Red,,['Australia'],Australia,,2001,2008-10-17,False,94.73,B+,5,1004285.0,10042852001.0
8301,"Penfolds, Grange Bin 95, Australian Wine",148445,penfolds-grange-bin-95-australian-wine,Australian Wine,australian-wine,Red,,['Australia'],Australia,,1999,2008-10-17,False,93.35,B+,5,1004285.0,10042851999.0
8302,"Penfolds, Grange Bin 95, Australian Wine",148445,penfolds-grange-bin-95-australian-wine,Australian Wine,australian-wine,Red,,['Australia'],Australia,,1975,2008-10-17,False,91.2,C,3,1004285.0,10042851975.0
8303,"Penfolds, Grange Bin 95, Australian Wine",148445,penfolds-grange-bin-95-australian-wine,Australian Wine,australian-wine,Red,,['Australia'],Australia,,1963,2008-10-17,False,90.81,B,3,1004285.0,10042851963.0
8304,"Penfolds, Grange Bin 95, Australian Wine",148445,penfolds-grange-bin-95-australian-wine,Australian Wine,australian-wine,Red,,['Australia'],Australia,,1960,2008-10-17,False,90.57,C,3,1004285.0,10042851960.0
8305,"Penfolds, Grange Bin 95, Australian Wine",148445,penfolds-grange-bin-95-australian-wine,Australian Wine,australian-wine,Red,,['Australia'],Australia,,1965,2008-10-17,False,89.55,C,3,1004285.0,10042851965.0
8306,"Penfolds, Grange Bin 95, Australian Wine",148445,penfolds-grange-bin-95-australian-wine,Australian Wine,australian-wine,Red,,['Australia'],Australia,,1966,2008-10-17,False,88.14,B,3,1004285.0,10042851966.0
8307,"Torbreck, The Factor Shiraz, Barossa Valley",135832,torbreck-the-factor-shiraz-barossa-valley,Barossa Valley,barossa-valley,Red,,['Australia'],Australia,,2005,2008-10-15,False,95.33,C+,3,1005035.0,10050352005.0
8308,"Ramey Wine Cellars, Jericho Canyon Vineyard Cabernet Sauvignon, Napa Valley",118766,ramey-wine-cellars-jericho-canyon-vineyard-cabernet-sauvignon-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2005,2008-10-15,False,92.7,C+,3,,
8309,"Pahlmeyer, Napa Valley Chardonnay, White, Napa Valley",111897,pahlmeyer-napa-valley-chardonnay-white-napa-valley,Napa Valley,napa-valley,White,dry,['California'],Usa,,2005,2008-10-15,False,92.64,C+,3,,
8310,"Paul Hobbs, Hyde Vineyard Cabernet Sauvignon, Carneros",113419,paul-hobbs-hyde-vineyard-cabernet-sauvignon-carneros,Carneros,carneros,Red,,['California'],Usa,,2005,2008-10-15,False,92.54,A+,3,,
8311,"Paul Hobbs, Stagecoach Vineyard Cabernet Sauvignon, Napa Valley",113429,paul-hobbs-stagecoach-vineyard-cabernet-sauvignon-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2005,2008-10-15,False,92.37,B,3,,
8312,"Leeuwin Estate, Art Series Cabernet Sauvignon, Margaret River",95312,leeuwin-estate-art-series-cabernet-sauvignon-margaret-river,Margaret River,margaret-river,Red,,['Australia'],Australia,,2002,2008-10-15,False,92.35,B,3,,
8313,"Chateau Croix De Labrie, Saint Emilion Grand Cru",33491,chateau-croix-de-labrie-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,1998,2008-10-13,False,91.89,B+,4,1009033.0,10090331998.0
8314,"Chateau La Croix Du Casse, Pomerol",37223,chateau-la-croix-du-casse-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,1998,2008-10-12,False,84.21,C,4,1009004.0,10090041998.0
8315,"Vignobles Aubert, Chateau La Couspaude, Saint Emilion Grand Cru",37163,vignobles-aubert-chateau-la-couspaude-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,1998,2008-10-11,False,89.61,B+,4,1008906.0,10089061998.0
8316,"Dominio Del Plata, Susana Balbo Brioso, Agrelo",66774,dominio-del-plata-susana-balbo-brioso-agrelo,Agrelo,agrelo,Red,,['Mendoza'],Argentina,,2005,2008-10-10,False,91.88,B,4,,
8317,"Domaine Anne Gros, Cuvee Marine, Blanc, Bourgogne Hautes Cotes De Nuits",51487,domaine-anne-gros-cuvee-marine-blanc-bourgogne-hautes-cotes-de-nuits,Bourgogne Hautes Cotes De Nuits,bourgogne-hautes-cotes-de-nuits,White,dry,['Bourgogne'],France,,2006,2008-10-08,False,87.71,C,4,1070051.0,10700512006.0
8318,"Beringer Vineyards, Private Reserve Chardonnay, White, Napa Valley",11030,beringer-vineyards-private-reserve-chardonnay-white-napa-valley,Napa Valley,napa-valley,White,dry,['California'],Usa,,2006,2008-10-01,False,90.67,B,4,,
8319,"Felton Road, Dry Riesling, White, Central Otago",72929,felton-road-dry-riesling-white-central-otago,Central Otago,central-otago,White,dry,['New Zealand'],New Zealand,,2007,2008-10-01,False,90.42,B,3,,
8320,"Dumol, Clare Chardonnay, White, Carneros",68164,dumol-clare-chardonnay-white-carneros,Carneros,carneros,White,dry,['California'],Usa,,2005,2008-10-01,False,90.18,B+,3,1315374.0,13153742005.0
8321,"Dom Ruinart, Rose Millesime, Rosé, Champagne",51137,dom-ruinart-rose-millesime-rose-champagne,Champagne,champagne,Pink,sparkling,['Champagne'],France,,1986,2008-10-01,False,90.15,B,4,1082089.0,10820891986.0
8322,"Martinelli, Three Sisters Vineyard Pinot Noir, Sonoma Coast",102667,martinelli-three-sisters-vineyard-pinot-noir-sonoma-coast,Sonoma Coast,sonoma-coast,Red,,['California'],Usa,,2003,2008-10-01,False,88.93,C,3,,
8323,"Petaluma, 'Coonawarra', Limestone Coast",114681,petaluma-coonawarra-limestone-coast,Limestone Coast,limestone-coast,Red,,['Australia'],Australia,,2004,2008-10-01,False,88.71,B,3,,
8324,"Chateau Canon, Saint Emilion Grand Cru",32990,chateau-canon-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Premier Grand Cru classé B,1978,2008-10-01,False,87.48,C,3,1007521.0,10075211978.0
8325,"Chateau Ausone, Saint Emilion Grand Cru",32209,chateau-ausone-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Premier Grand Cru classé A,1994,2008-10-01,False,87.44,B,3,1006205.0,10062051994.0
8326,"Chateau Ausone, Saint Emilion Grand Cru",32209,chateau-ausone-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Premier Grand Cru classé A,1993,2008-10-01,False,86.54,B,4,1006205.0,10062051993.0
8327,"Clos Du Val, Pinot Noir, Carneros",43839,clos-du-val-pinot-noir-carneros,Carneros,carneros,Red,,['California'],Usa,,2003,2008-10-01,False,85.48,C+,3,,
8328,"Truchard Vineyards, Roussanne, White, Carneros",136972,truchard-vineyards-roussanne-white-carneros,Carneros,carneros,White,dry,['California'],Usa,,2006,2008-10-01,False,84.88,B,3,,
8329,"Clos Du Val, Pinot Noir, Carneros",43839,clos-du-val-pinot-noir-carneros,Carneros,carneros,Red,,['California'],Usa,,2002,2008-10-01,False,84.65,B+,3,,
8330,"Celler Pasanau, Finca la Planeta, Priorat",148450,celler-pasanau-finca-la-planeta-priorat,Priorat,priorat,Red,,['Spain'],Spain,,2004,2008-09-30,False,90.77,C,3,,
8331,"Paul Hobbs, Hyde Vineyard Pinot Noir, Carneros",113420,paul-hobbs-hyde-vineyard-pinot-noir-carneros,Carneros,carneros,Red,,['California'],Usa,,2006,2008-09-30,False,88.47,A,3,,
8332,"Chateau La Vieille Cure, Fronsac",37809,chateau-la-vieille-cure-fronsac,Fronsac,fronsac,Red,,['Bordeaux'],France,,2002,2008-09-22,False,86.72,B+,4,1016066.0,10160662002.0
8333,"Clarendon Hills, Astralis Shiraz, Mclaren Vale",43023,clarendon-hills-astralis-shiraz-mclaren-vale,Mclaren Vale,mclaren-vale,Red,,['Australia'],Australia,,2005,2008-09-01,False,97.37,A,5,1001532.0,10015322005.0
8334,"Domaine Des Comtes Lafon, Charmes, Blanc, Meursault Premier Cru",56209,domaine-des-comtes-lafon-charmes-blanc-meursault-premier-cru,Meursault Premier Cru,meursault-premier-cru,White,dry,['Bourgogne'],France,,2004,2008-09-01,False,92.87,A,4,1065976.0,10659762004.0
8335,"E. Guigal, Blanc, Condrieu",68455,e-guigal-blanc-condrieu,Condrieu,condrieu,White,dry,['Rhone'],France,,2006,2008-09-01,False,91.05,C,4,1113143.0,11131432006.0
8336,"Louis Jadot, Clos De Vougeot Grand Cru",98152,louis-jadot-clos-de-vougeot-grand-cru,Clos De Vougeot Grand Cru,clos-de-vougeot-grand-cru,Red,,['Bourgogne'],France,,2001,2008-09-01,False,90.4,B,3,1038086.0,10380862001.0
8337,"Cloudy Bay, Sauvignon Blanc, White, Marlborough",44199,cloudy-bay-sauvignon-blanc-white-marlborough,Marlborough,marlborough,White,dry,['New Zealand'],New Zealand,,2007,2008-09-01,False,89.67,B,6,1107058.0,11070582007.0
8338,"Craggy Range, Calvert Vineyard Pinot Noir, Central Otago",47018,craggy-range-calvert-vineyard-pinot-noir-central-otago,Central Otago,central-otago,Red,,['New Zealand'],New Zealand,,2006,2008-09-01,False,89.4,C+,3,,
8339,"Domaine Des Comtes Lafon, Desiree, Blanc, Meursault",56213,domaine-des-comtes-lafon-desiree-blanc-meursault,Meursault,meursault,White,dry,['Bourgogne'],France,,2004,2008-09-01,False,88.45,A+,3,,
8340,"Joseph Phelps Vineyards, Syrah, Napa Valley",89581,joseph-phelps-vineyards-syrah-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2005,2008-09-01,False,88.42,B,4,,
8341,"Craggy Range, Te Muna Road Vineyard Sauvignon Blanc, White, Martinborough",47038,craggy-range-te-muna-road-vineyard-sauvignon-blanc-white-martinborough,Martinborough,martinborough,White,dry,['New Zealand'],New Zealand,,2007,2008-09-01,False,87.85,B,4,,
8342,"Vignobles Andre Lurton, Chateau De Rochemorin, Pessac Leognan",139911,vignobles-andre-lurton-chateau-de-rochemorin-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2005,2008-09-01,False,87.76,C+,3,,
8343,"Chateau Chauvin, Saint Emilion Grand Cru",33230,chateau-chauvin-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,1996,2008-09-01,False,87.62,B,3,1008081.0,10080811996.0
8344,"Domaine Du Vieux Telegraphe, La Crau, Chateauneuf Du Pape",57672,domaine-du-vieux-telegraphe-la-crau-chateauneuf-du-pape,Chateauneuf Du Pape,chateauneuf-du-pape,Red,,['Rhone'],France,,1988,2008-09-01,False,87.53,C,3,1118076.0,11180761988.0
8345,"Domaine Faiveley, Clos Du Roy, Mercurey Premier Cru",58069,domaine-faiveley-clos-du-roy-mercurey-premier-cru,Mercurey Premier Cru,mercurey-premier-cru,Red,,['Bourgogne'],France,,2006,2008-09-01,False,86.7,A,3,1138063.0,11380632006.0
8346,"E. Guigal, Saint Joseph",68478,e-guigal-saint-joseph,Saint Joseph,saint-joseph,Red,,['Rhone'],France,,2004,2008-09-01,False,86.6,C,3,,
8347,"Chateau D'Arcins, Haut Medoc",33583,chateau-darcins-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2005,2008-09-01,False,86.29,B+,3,,
8348,"Domaine De La Solitude, Pessac Leognan",55228,domaine-de-la-solitude-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2005,2008-09-01,False,85.95,B,4,,
8349,"Chateau Clauzet, Saint Estephe",33277,chateau-clauzet-saint-estephe,Saint Estephe,saint-estephe,Red,,['Bordeaux'],France,Cru Bourgeois,2001,2008-09-01,False,85.61,C,4,,
8350,"E. Guigal, Cotes Du Rhone",147780,e-guigal-cotes-du-rhone,Cotes Du Rhone,cotes-du-rhone,Red,dry,['Rhone'],France,,2004,2008-09-01,False,85.44,C+,4,1113101.0,11131012004.0
8351,"Chateau Lanessan, Haut Medoc",38060,chateau-lanessan-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,,1996,2008-09-01,False,84.52,C,4,1012169.0,10121691996.0
8352,"Chateau Cap De Mourlin, Saint Emilion Grand Cru",33036,chateau-cap-de-mourlin-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,1996,2008-09-01,False,84.18,C,3,,
8353,"Chateau Clauzet, Chateau De Come, Saint Estephe",33276,chateau-clauzet-chateau-de-come-saint-estephe,Saint Estephe,saint-estephe,Red,,['Bordeaux'],France,Cru Bourgeois,2004,2008-09-01,False,84.04,B,3,,
8354,"Chateau Balestard La Tonnelle, Saint Emilion Grand Cru",32233,chateau-balestard-la-tonnelle-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,1996,2008-09-01,False,83.8,B,4,1006247.0,10062471996.0
