,wine,wine_id,wine_slug,appellation,appellation_slug,color,wine_type,regions,country,classification,vintage,date,is_primeurs,score,confidence_index,journalist_count,lwin,lwin_11
4602,"Chateau Rouget, Pomerol",40570,chateau-rouget-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2016,2019-02-28,False,90.24,B,17,1014844.0,10148442016.0
4603,"Chateau Peby Faugeres, Saint Emilion Grand Cru",39807,chateau-peby-faugeres-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2008,2019-02-28,False,90.24,B,8,1013906.0,10139062008.0
4604,"Chateau Malartic Lagraviere, Pessac Leognan",38993,chateau-malartic-lagraviere-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,Grand Cru Classé de Graves,2008,2019-02-28,False,90.22,A,19,1012677.0,10126772008.0
4605,"Chateau Leoville Poyferre, Pavillon De Poyferre, Saint Julien",38505,chateau-leoville-poyferre-pavillon-de-poyferre-saint-julien,Saint Julien,saint-julien,Red,,['Bordeaux'],France,,2016,2019-02-28,False,90.2,A,10,1155886.0,11558862016.0
4606,"Chateau Le Thil Comte Clary, Pessac Leognan",38467,chateau-le-thil-comte-clary-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2016,2019-02-28,False,90.19,A+,10,1425587.0,14255872016.0
4607,"Chateau Guiraud, Le G De Chateau Guiraud Blanc Sec, Blanc, Bordeaux",36341,chateau-guiraud-le-g-de-chateau-guiraud-blanc-sec-blanc-bordeaux,Bordeaux,bordeaux,White,dry,['Bordeaux'],France,,2017,2019-02-28,False,90.16,C+,4,1131598.0,11315982017.0
4608,"Chateau Fonbadet, Pauillac",35730,chateau-fonbadet-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,Cru Bourgeois,2016,2019-02-28,False,90.15,A,14,,
4609,"Chateau La Garde, Pessac Leognan",37391,chateau-la-garde-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2016,2019-02-28,False,90.13,A,17,,
4610,"Chateau Pavie, Les Aromes De Pavie, Saint-Emilion",39796,chateau-pavie-les-aromes-de-pavie-saint-emilion,Saint-Emilion,saint-emilion,Red,,['Bordeaux'],France,,2016,2019-02-28,False,90.07,A,16,1006120.0,10061202016.0
4611,"Magrez-Fombrauge, Blanc, Bordeaux Blanc",100037,magrez-fombrauge-blanc-bordeaux-blanc,Bordeaux Blanc,bordeaux-blanc,White,dry,['Bordeaux'],France,,2016,2019-02-28,False,90.07,A,9,1223125.0,12231252016.0
4612,"Chateau Fontenil, Fronsac",35808,chateau-fontenil-fronsac,Fronsac,fronsac,Red,,['Bordeaux'],France,,2016,2019-02-28,False,90.06,A+,17,,
4613,"Chateau La Serre, Saint Emilion Grand Cru",37717,chateau-la-serre-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2016,2019-02-28,False,90.05,A,18,1015199.0,10151992016.0
4614,"Yves Et Stephanie Vatelot, Chateau De Reignac, Grand Vin De Reignac, Bordeaux Superieur",146851,yves-et-stephanie-vatelot-chateau-de-reignac-grand-vin-de-reignac-bordeaux-superieur,Bordeaux Superieur,bordeaux-superieur,Red,,['Bordeaux'],France,,2016,2019-02-28,False,90.04,B+,8,,
4615,"Chateau Lespault-Martillac, Pessac Leognan",38774,chateau-lespault-martillac-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2016,2019-02-28,False,90.04,A,14,,
4616,"Chateau Beychevelle, Saint Julien",32618,chateau-beychevelle-saint-julien,Saint Julien,saint-julien,Red,,['Bordeaux'],France,4eme Grand Cru classé en 1855,2008,2019-02-28,False,90.03,A,20,1007101.0,10071012008.0
4617,"Chateau Grand Corbin, Saint Emilion Grand Cru",128318,chateau-grand-corbin-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2016,2019-02-28,False,90.03,B+,11,1010686.0,10106862016.0
4618,"Chateau Tour Bayard, L'Angelot, Montagne Saint Emilion",41327,chateau-tour-bayard-langelot-montagne-saint-emilion,Montagne Saint Emilion,montagne-saint-emilion,Red,,['Bordeaux'],France,,2016,2019-02-28,False,90.01,B,4,,
4619,"Chateau La Clemence, Pomerol",37118,chateau-la-clemence-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2008,2019-02-28,False,90.0,A,7,1008182.0,10081822008.0
4620,"Domaine De Cambes, Bordeaux",54022,domaine-de-cambes-bordeaux,Bordeaux,bordeaux,Red,,['Bordeaux'],France,,2015,2019-02-28,False,89.99,A,12,,
4621,"Chateau Cadet Bon, Saint Emilion Grand Cru",32888,chateau-cadet-bon-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2016,2019-02-28,False,89.97,A,9,1007417.0,10074172016.0
4622,"Chateau Moulin Du Cadet, Saint Emilion Grand Cru",107589,chateau-moulin-du-cadet-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2016,2019-02-28,False,89.96,A,14,,
4623,"Chateau Gracia, Saint Emilion",36068,chateau-gracia-saint-emilion,Saint Emilion,saint-emilion,Red,,['Bordeaux'],France,,2008,2019-02-28,False,89.96,C+,8,1010657.0,10106572008.0
4624,"Chateau De France, Pessac Leognan",11270,chateau-de-france-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.95,A,16,,
4625,"Chateau Haut Veyrac, Saint Emilion Grand Cru",36687,chateau-haut-veyrac-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.95,A,3,,
4626,"Chateau De La Dauphine, Fronsac",34269,chateau-de-la-dauphine-fronsac,Fronsac,fronsac,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.94,A,15,1009251.0,10092512016.0
4627,"Chateau Charmail, Haut Medoc",33210,chateau-charmail-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2016,2019-02-28,False,89.93,A,14,1008036.0,10080362016.0
4628,"Petit Faurie De Soutard, Saint Emilion Grand Cru",114932,petit-faurie-de-soutard-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2016,2019-02-28,False,89.93,A,8,,
4629,"Chateau Clos Marsalette, Blanc, Pessac Leognan",33313,chateau-clos-marsalette-blanc-pessac-leognan,Pessac Leognan,pessac-leognan,White,dry,['Bordeaux'],France,,2016,2019-02-28,False,89.93,A,13,,
4630,"Chateau Smith Haut Lafitte, Le Petit Haut Lafitte, Blanc, Pessac Leognan",40940,chateau-smith-haut-lafitte-le-petit-haut-lafitte-blanc-pessac-leognan,Pessac Leognan,pessac-leognan,White,dry,['Bordeaux'],France,,2016,2019-02-28,False,89.9,A,13,,
4631,"Chateau Gazin Rocquencourt, Pessac Leognan",35971,chateau-gazin-rocquencourt-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.9,A,16,,
4632,"Chateau Fleur Cardinale, Saint Emilion Grand Cru",35697,chateau-fleur-cardinale-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2008,2019-02-28,False,89.88,A,14,1009857.0,10098572008.0
4633,"Chateau Ausone, La Chapelle D'Ausone, Saint Emilion Grand Cru",92393,chateau-ausone-la-chapelle-dausone-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2008,2019-02-28,False,89.88,A,12,1007983.0,10079832008.0
4634,"Chateau Alcee, Castillon Cotes De Bordeaux",32148,chateau-alcee-castillon-cotes-de-bordeaux,Castillon Cotes De Bordeaux,castillon-cotes-de-bordeaux,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.88,A,14,,
4635,"Clos Les Lunelles, Castillon Cotes De Bordeaux",43954,clos-les-lunelles-castillon-cotes-de-bordeaux,Castillon Cotes De Bordeaux,castillon-cotes-de-bordeaux,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.87,B+,15,,
4636,"Chateau Olivier, Blanc, Pessac Leognan",39720,chateau-olivier-blanc-pessac-leognan,Pessac Leognan,pessac-leognan,White,dry,['Bordeaux'],France,Grand Cru Classé de Graves,2016,2019-02-28,False,89.86,A,18,1017353.0,10173532016.0
4637,"Vignobles Andre Lurton, Chateau Couhins-Lurton, Pessac Leognan",139904,vignobles-andre-lurton-chateau-couhins-lurton-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.85,A,16,,
4638,"Chateau Faurie De Souchard, Saint Emilion Grand Cru",35646,chateau-faurie-de-souchard-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2016,2019-02-28,False,89.84,B+,12,1009671.0,10096712016.0
4639,"Chateau Picque Caillou, Blanc, Pessac Leognan",40032,chateau-picque-caillou-blanc-pessac-leognan,Pessac Leognan,pessac-leognan,White,dry,['Bordeaux'],France,,2016,2019-02-28,False,89.84,A,10,,
4640,"Clos Manou, Medoc",43960,clos-manou-medoc,Medoc,medoc,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.83,B+,10,1222564.0,12225642016.0
4641,"La Mission Haut Brion, La Chapelle De La Mission Haut Brion, Pessac Leognan",92853,la-mission-haut-brion-la-chapelle-de-la-mission-haut-brion-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2008,2019-02-28,False,89.83,A,11,1008007.0,10080072008.0
4642,"Chateau Saint-Georges Cote Pavie, Saint Emilion Grand Cru",40761,chateau-saint-georges-cote-pavie-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2016,2019-02-28,False,89.81,B+,9,,
4643,"Clos Beauregard, Pomerol",43509,clos-beauregard-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.79,B,7,,
4644,"Chateau Trottevieille, Saint Emilion Grand Cru",41523,chateau-trottevieille-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Premier Grand Cru classé B,2008,2019-02-28,False,89.78,A,17,1015968.0,10159682008.0
4645,"Chateau Haut Simard, Saint Emilion",36666,chateau-haut-simard-saint-emilion,Saint Emilion,saint-emilion,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.77,A,18,,
4646,"Chateau La Commanderie, Saint Emilion Grand Cru",37141,chateau-la-commanderie-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2016,2019-02-28,False,89.75,B+,12,,
4647,"Chateau Les Charmes Godard, Blanc, Francs Cotes De Bordeaux",38570,chateau-les-charmes-godard-blanc-francs-cotes-de-bordeaux,Francs Cotes De Bordeaux,francs-cotes-de-bordeaux,White,dry,['Bordeaux'],France,,2016,2019-02-28,False,89.75,A+,10,,
4648,"Chateau Croix De Labrie, Chapelle De Labrie, Saint Emilion",33489,chateau-croix-de-labrie-chapelle-de-labrie-saint-emilion,Saint Emilion,saint-emilion,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.74,B,5,,
4649,"Chateau Clarisse, Cuvee Vieilles Vignes, Puisseguin Saint Emilion",33273,chateau-clarisse-cuvee-vieilles-vignes-puisseguin-saint-emilion,Puisseguin Saint Emilion,puisseguin-saint-emilion,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.74,B,7,,
4650,"Chateau De Valandraud, Virginie de Valandraud, Blanc, Saint Emilion",148001,chateau-de-valandraud-virginie-de-valandraud-blanc-saint-emilion,Saint Emilion,saint-emilion,White,dry,['Bordeaux'],France,,2016,2019-02-28,False,89.73,B,6,,
4651,"Chateau Pierre De Lune, Saint Emilion Grand Cru",40044,chateau-pierre-de-lune-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.73,A+,7,1147869.0,11478692016.0
4652,"Chateau De Candale, Saint Emilion Grand Cru",33895,chateau-de-candale-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.72,A,12,,
4653,"Chateau Guadet, Saint Emilion Grand Cru",36284,chateau-guadet-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2016,2019-02-28,False,89.71,B+,9,,
4654,"Chateau Croizet-Bages, Pauillac",33504,chateau-croizet-bages-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,5eme Grand Cru classé en 1855,2016,2019-02-28,False,89.71,A,18,1009150.0,10091502016.0
4655,"Chateau La Fleur D'Arthus, Monolithe, Saint Emilion",148586,chateau-la-fleur-darthus-monolithe-saint-emilion,Saint Emilion,saint-emilion,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.71,A,4,,
4656,"Chateau Vrai Canon Bouche, Canon Fronsac",41782,chateau-vrai-canon-bouche-canon-fronsac,Canon Fronsac,canon-fronsac,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.71,B+,10,,
4657,"Chateau Hanteillan, Haut Medoc",36350,chateau-hanteillan-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2016,2019-02-28,False,89.7,A,9,,
4658,"Chateau Moulinet, Pomerol",39618,chateau-moulinet-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.69,B+,8,1013502.0,10135022016.0
4659,"Chateau Hostens-Picant, Cuvee Des Demoiselles, Blanc, Sainte-Foy-Bordeaux",36776,chateau-hostens-picant-cuvee-des-demoiselles-blanc-sainte-foy-bordeaux,Sainte-Foy-Bordeaux,sainte-foy-bordeaux,White,dry,['Bordeaux'],France,,2016,2019-02-28,False,89.68,B,6,,
4660,"Chateau Picque Caillou, Pessac Leognan",40034,chateau-picque-caillou-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.68,A,11,1014189.0,10141892016.0
4661,"Chateau Le Moulin, Pomerol",38377,chateau-le-moulin-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.68,B+,6,,
4662,"Chateau Fonplegade, Saint Emilion Grand Cru",35748,chateau-fonplegade-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2008,2019-02-28,False,89.66,B+,9,1010240.0,10102402008.0
4663,"Nicolas Thienpont, Chateau La Prade, Francs Cotes De Bordeaux",109380,nicolas-thienpont-chateau-la-prade-francs-cotes-de-bordeaux,Francs Cotes De Bordeaux,francs-cotes-de-bordeaux,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.65,A+,15,1014365.0,10143652016.0
4664,"Chateau Vieux Maillet, Pomerol",41675,chateau-vieux-maillet-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.64,B+,12,,
4665,"Chateau Laroze, Saint Emilion Grand Cru",38123,chateau-laroze-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2016,2019-02-28,False,89.62,A,15,1213771.0,12137712016.0
4666,"Clos Du Clocher, Pomerol",43755,clos-du-clocher-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2008,2019-02-28,False,89.62,A,10,,
4667,"Chateau Bastor Lamontagne, Blanc, Sauternes",32285,chateau-bastor-lamontagne-blanc-sauternes,Sauternes,sauternes,White,sweet,['Bordeaux'],France,,2016,2019-02-28,False,89.61,A+,17,,
4668,"Chateau Fonreaud, Listrac Medoc",35752,chateau-fonreaud-listrac-medoc,Listrac Medoc,listrac-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2016,2019-02-28,False,89.58,A+,13,1010253.0,10102532016.0
4669,"Vignobles Aubert, Chateau La Couspaude, Saint Emilion Grand Cru",37163,vignobles-aubert-chateau-la-couspaude-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2016,2019-02-28,False,89.56,A,19,1008906.0,10089062016.0
4670,"Chateau Bonalgue, Pomerol",32703,chateau-bonalgue-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.56,A,16,,
4671,"Chateau De Reignac, Balthus, Bordeaux Superieur",34770,chateau-de-reignac-balthus-bordeaux-superieur,Bordeaux Superieur,bordeaux-superieur,Red,,['Bordeaux'],France,,2008,2019-02-28,False,89.53,A,5,1006250.0,10062502008.0
4672,"Chateau Haut Nouchet, Pessac Leognan",36592,chateau-haut-nouchet-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.52,B+,9,,
4673,"Chateau De Lamarque, Haut Medoc",34444,chateau-de-lamarque-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.52,A+,15,,
4674,"Chateau Saint Pierre, Pomerol",147396,chateau-saint-pierre-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.52,B,11,,
4675,"Chateau Teyssier, Saint Emilion Grand Cru",41245,chateau-teyssier-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.52,A+,14,1015447.0,10154472016.0
4676,"Chateau La Claymore, Lussac Saint Emilion",37117,chateau-la-claymore-lussac-saint-emilion,Lussac Saint Emilion,lussac-saint-emilion,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.51,B,3,,
4677,"Chateau Latour, Le Pauillac De Latour, Pauillac",38176,chateau-latour-le-pauillac-de-latour-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,,2008,2019-02-28,False,89.49,B,10,1013821.0,10138212008.0
4678,"Chateau Cantin, Saint Emilion",33027,chateau-cantin-saint-emilion,Saint Emilion,saint-emilion,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.48,B+,7,,
4679,"Chateau La Fleur Morange, Mathilde, Saint Emilion",37335,chateau-la-fleur-morange-mathilde-saint-emilion,Saint Emilion,saint-emilion,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.46,B+,7,1222708.0,12227082016.0
4680,"Chateau De Fonbel, Saint Emilion Grand Cru",34075,chateau-de-fonbel-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.46,A+,18,1010237.0,10102372016.0
4681,"Chateau Bahans Haut-Brion, 'Le Clarence De Haut-Brion', Pessac Leognan",32226,chateau-bahans-haut-brion-le-clarence-de-haut-brion-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2008,2019-02-28,False,89.46,A+,10,1008153.0,10081532008.0
4682,"Chateau Jean Faure, Saint Emilion Grand Cru",36818,chateau-jean-faure-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2016,2019-02-28,False,89.45,A,12,1011683.0,10116832016.0
4683,"Vignobles Despagne, Chateau Girolate, Bordeaux",36036,vignobles-despagne-chateau-girolate-bordeaux,Bordeaux,bordeaux,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.43,A,14,,
4684,"Chateau Haut Rocher, Saint Emilion Grand Cru",36649,chateau-haut-rocher-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.42,A,4,,
4685,"Chateau Grand-Pontet, Saint Emilion Grand Cru",36205,chateau-grand-pontet-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2008,2019-02-28,False,89.4,B,9,1010761.0,10107612008.0
4686,"Henri Bourlon Chateau Guibot, La Fourvieille, Puisseguin Saint Emilion",82893,henri-bourlon-chateau-guibot-la-fourvieille-puisseguin-saint-emilion,Puisseguin Saint Emilion,puisseguin-saint-emilion,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.39,B,5,,
4687,"Chateau Mauvesin Barton, Moulis en Medoc",147349,chateau-mauvesin-barton-moulis-en-medoc,Moulis En Medoc,moulis-en-medoc,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.39,A,12,1160280.0,11602802016.0
4688,"Chateau Nenin, Pomerol",39684,chateau-nenin-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2008,2019-02-28,False,89.36,B+,13,1013573.0,10135732008.0
4689,"Chateau Tayac, Margaux",41185,chateau-tayac-margaux,Margaux,margaux,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.36,B,5,,
4690,"Chateau De Reignac, Bordeaux Superieur",34772,chateau-de-reignac-bordeaux-superieur,Bordeaux Superieur,bordeaux-superieur,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.35,B,5,,
4691,"Chateau Rochebelle, Saint Emilion Grand Cru",40495,chateau-rochebelle-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2016,2019-02-28,False,89.35,B,7,,
4692,"Baron Edmond De Rothschild, Chateau Clarke, Listrac Medoc",8775,baron-edmond-de-rothschild-chateau-clarke-listrac-medoc,Listrac Medoc,listrac-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2016,2019-02-28,False,89.35,A,12,1008166.0,10081662016.0
4693,"Chateau Malartic Lagraviere, La Reserve De Malartic Le Sillage Blanc, Blanc, Pessac Leognan",38990,chateau-malartic-lagraviere-la-reserve-de-malartic-le-sillage-blanc-blanc-pessac-leognan,Pessac Leognan,pessac-leognan,White,dry,['Bordeaux'],France,,2016,2019-02-28,False,89.32,A,4,,
4694,"Chateau De La Riviere, Fronsac",34379,chateau-de-la-riviere-fronsac,Fronsac,fronsac,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.32,A,8,,
4695,"Chateau Boutisse, Saint Emilion Grand Cru",32777,chateau-boutisse-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.31,B+,11,,
4696,"Chateau Mazeyres, Pomerol",39246,chateau-mazeyres-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.28,A+,16,1013137.0,10131372016.0
4697,"Chateau Clerc Milon, Pastourelle De Clerc Milon, Pauillac",33281,chateau-clerc-milon-pastourelle-de-clerc-milon-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.27,A,10,1386709.0,13867092016.0
4698,"Chateau La Tour De By, Medoc",37752,chateau-la-tour-de-by-medoc,Medoc,medoc,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.27,A,12,1015522.0,10155222016.0
4699,"Chateau Petit Val, Saint Emilion Grand Cru",39917,chateau-petit-val-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.25,B,6,,
4700,"Chateau Gazin Rocquencourt, Blanc, Pessac Leognan",35970,chateau-gazin-rocquencourt-blanc-pessac-leognan,Pessac Leognan,pessac-leognan,White,dry,['Bordeaux'],France,,2016,2019-02-28,False,89.25,A,12,,
4701,"Chateau Ducru Beaucaillou, La Croix De Beaucaillou, Saint Julien",35557,chateau-ducru-beaucaillou-la-croix-de-beaucaillou-saint-julien,Saint Julien,saint-julien,Red,,['Bordeaux'],France,,2008,2019-02-28,False,89.24,A+,11,1008951.0,10089512008.0
4702,"Domaine Des Sabines, Lalande De Pomerol",56671,domaine-des-sabines-lalande-de-pomerol,Lalande De Pomerol,lalande-de-pomerol,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.22,A,10,,
4703,"Chateau La Rousselle, Fronsac",37707,chateau-la-rousselle-fronsac,Fronsac,fronsac,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.21,B+,6,,
4704,"Vignobles Andre Lurton, Chateau La Louviere, Pessac Leognan",139922,vignobles-andre-lurton-chateau-la-louviere-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.2,B+,16,1012518.0,10125182016.0
4705,"Chateau Canon Pecresse, Canon Fronsac",32983,chateau-canon-pecresse-canon-fronsac,Canon Fronsac,canon-fronsac,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.2,B,6,,
4706,"Chateau Monregard La Croix, Pomerol",39391,chateau-monregard-la-croix-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.17,A,6,,
4707,"Clos De L'Oratoire, Saint Emilion Grand Cru",43594,clos-de-loratoire-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2008,2019-02-28,False,89.16,A,12,1008384.0,10083842008.0
4708,"Chateau Haut Maillet, Pomerol",36552,chateau-haut-maillet-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.12,B,5,,
4709,"Chateau Puy Guilhem, Fronsac",40285,chateau-puy-guilhem-fronsac,Fronsac,fronsac,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.12,B+,6,,
4710,"Chateau Grand Barrail Lamarzelle Figeac, Saint Emilion Grand Cru",36080,chateau-grand-barrail-lamarzelle-figeac-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.12,B+,15,,
4711,"Chateau Monbrison, Margaux",39353,chateau-monbrison-margaux,Margaux,margaux,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.11,A,16,1013195.0,10131952016.0
4712,"Famille Esquissaud, Chateau Faugeres, Saint Emilion Grand Cru",71919,famille-esquissaud-chateau-faugeres-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2008,2019-02-28,False,89.11,A,10,1007710.0,10077102008.0
4713,"Chateau Fourcas Borie, Listrac Medoc",35835,chateau-fourcas-borie-listrac-medoc,Listrac Medoc,listrac-medoc,Red,,['Bordeaux'],France,,2015,2019-02-28,False,89.11,A+,16,,
4714,"Chateau D'Aiguilhe, Castillon Cotes De Bordeaux",33547,chateau-daiguilhe-castillon-cotes-de-bordeaux,Castillon Cotes De Bordeaux,castillon-cotes-de-bordeaux,Red,,['Bordeaux'],France,,2008,2019-02-28,False,89.11,A,14,1123773.0,11237732008.0
4715,"Couvent Des Jacobins, Saint Emilion Grand Cru",46796,couvent-des-jacobins-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2016,2019-02-28,False,89.09,A,9,,
4716,"Chateau La Clemence, Pomerol",37118,chateau-la-clemence-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2016,2019-02-28,False,89.09,A,13,1008182.0,10081822016.0
