,id,name,nameDisplay,abv,glasswareId,styleId,isOrganic,isRetired,status,statusDisplay,createDate,updateDate,labels.icon,labels.medium,labels.large,labels.contentAwareIcon,labels.contentAwareMedium,labels.contentAwareLarge,glass.id,glass.name,glass.createDate,style.id,style.categoryId,style.category.id,style.category.name,style.category.createDate,style.name,style.shortName,style.description,style.ibuMin,style.ibuMax,style.abvMin,style.abvMax,style.srmMin,style.srmMax,style.ogMin,style.fgMin,style.fgMax,style.createDate,style.updateDate,description,ibu,originalGravity,availableId,foodPairings,available.id,available.name,available.description,year,style.ogMax,srmId,srm.id,srm.name,srm.hex,servingTemperature,servingTemperatureDisplay,style.category.description,style.category.updateDate
698,aWUHyv,Mozango (Fusion XXXI),Mozango (Fusion XXXI),9,,31.0,N,N,verified,Verified,2015-09-22 14:23:15,2018-11-02 02:15:14,,,,,,,,,,31.0,3.0,3.0,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,A wheat-heavy IPA with Mosaic hops and mango juice.,,,4.0,,4.0,Seasonal,"Available at the same time of year, every year.",,,,,,,,,,
699,OPM4t8,Mt. Takhoma Blonde Ale,Mt. Takhoma Blonde Ale,3.8,,61.0,N,N,verified,Verified,2012-01-03 02:43:44,2018-11-02 02:15:14,,,,,,,,,,61.0,5.0,5.0,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Blonde Ale,Belgian Blonde,"Belgian-style blond ales are characterized by low yet evident hop bitterness, flavor, and sometimes aroma. Light to medium body and low malt aroma with a sweet, spiced and a low to medium fruity-ester character orchestrated in flavor and aroma. Sugar may be used to lighten perceived body. They are blonde to golden in color. Noble-type hops are commonly used. Low levels of phenolic spiciness from yeast byproducts may be perceived. Diacetyl should not be perceived. Acidic character should not be present. Chill haze is allowable at cold temperatures.",15,30,6,7.8,4,7,1.054,1.008,1.014,2012-03-21 20:06:46,2015-04-07 15:32:01,"German Pilsner Malt and a touch of flaked wheat are used to produce this light bodied, straw colored ale. Horizon and Glacier hops provide the balance. This beer finishes crisp and dry. Try this with and orange slice. 3.8% ABV",,,,,,,,,,,,,,,,,
700,etD9Ry,Mungo Berry,Mungo Berry,4.8,,40.0,N,N,verified,Verified,2017-11-19 17:09:44,2018-11-02 02:15:14,,,,,,,,,,40.0,3.0,3.0,North American Origin Ales,2012-03-21 20:06:45,American-Style Sour Ale,Sour,"American sour ales can be very light to black or take on the color of added fruits or other ingredients. There is no Brettanomyces character in this style of beer. Wood- and barrel-aged sour ales are classified elsewhere. If acidity is present it is usually in the form of lactic, acetic and other organic acids naturally developed with acidified malt in the mash or in fermentation by the use of various microorganisms including certain bacteria and yeasts. Acidic character can be a complex balance of several types of acid and characteristics of age. The evolution of natural acidity develops balanced complexity. Residual flavors that come from liquids previously aged in a barrel such as bourbon or sherry should not be present. Wood vessels may be used during the fermentation and aging process, but wood-derived flavors such as vanillin must not be present. In darker versions, roasted malt, caramel-like and chocolate-like characters should be subtle in both flavor and aroma. American sour may have evident full range of hop aroma and hop bitterness with a full range of body. Estery and fruity-ester characters are evident, sometimes moderate and sometimes intense, yet balanced. Diacetyl and sweet corn-like dimethylsulfide (DMS) should not be perceived. Chill haze, bacteria and yeast-induced haze are allowable at low to medium levels at any temperature. Fruited American-Style Sour Ales will exhibit fruit flavors in harmonious balance with other characters.",,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:28:32,"A delicate and refreshing ale brewed with local organic malt and white wheat. We conditioned this beer with 450lbs of peaches, 75lbs blueberries, and 80lbs of strawberries from Adam’s Berry Farm in Charlotte, VT. Lightly soured with wild Lactobacillus Bacteria for a quenching finish.",,,,,,,,,,,,,,,,,
701,Esu28L,Murphy's Law Red Ale,Murphy's Law Red Ale,5,,22.0,N,N,verified,Verified,2014-11-16 17:57:55,2018-11-02 02:15:14,,,,,,,,,,22.0,2.0,2.0,Irish Origin Ales,2012-03-21 20:06:45,Irish-Style Red Ale,Irish Red,Irish-style red ales range from light red-amber-copper to light brown in color. These ales have a medium hop bitterness and flavor. They often don't have hop aroma. Irish-style red ales have low to medium candy-like caramel malt sweetness and may have a balanced subtle degree of roast barley or roast malt character and complexity.  Irish-style Red Ales have a medium body. The style may have low levels of fruity-ester flavor and aroma. Diacetyl should be absent or at very low levels. Chill haze is allowable at cold temperatures. Slight yeast haze is acceptable for bottle-conditioned products.,20,28,4,4.5,11,18,1.04,1.01,1.014,2012-03-21 20:06:45,2015-04-07 15:23:38,"This eponymous creation of our former Head Brewer, Paul Murphy, is a full-bodied ale that has a ruby color and toasty sweetness resulting from the generous use of caramel malt.",20,,,,,,,,,,,,,,,,
702,S9QxGf,Myron's Walk - Beer Camp Across America,Myron's Walk - Beer Camp Across America (2014),5.3,5.0,62.0,N,N,verified,Verified,2014-06-10 12:25:29,2018-11-02 02:15:14,https://brewerydb-images.s3.amazonaws.com/beer/S9QxGf/upload_0CWbeJ-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/S9QxGf/upload_0CWbeJ-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/S9QxGf/upload_0CWbeJ-large.png,https://brewerydb-images.s3.amazonaws.com/beer/S9QxGf/upload_0CWbeJ-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/S9QxGf/upload_0CWbeJ-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/S9QxGf/upload_0CWbeJ-contentAwareLarge.png,5.0,Pint,2012-01-03 02:41:33,62.0,5.0,5.0,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Pale Ale,Belgian Pale,"Belgian-style pale ales are characterized by low but noticeable hop bitterness, flavor, and aroma. Light to medium body and low malt aroma are typical. They are light amber to deep amber in color. Noble-type hops are commonly used. Low to medium fruity esters are evident in aroma and flavor. Low levels of phenolic spiciness from yeast byproducts may be perceived. Low caramel or toasted malt flavor is okay. Diacetyl should not be perceived. Chill haze is allowable at cold temperatures.",20,30,4,6,6,12,1.044,1.008,1.014,2012-03-21 20:06:46,2015-04-07 15:32:06,"We named this beer in honor of Myron Avery, a founder of the Appalachian Trail, or the A.T., which starts near Sierra Nevada’s North Carolina brewery and ends near Allagash’s home in Maine. Both breweries have a tremendous love of the outdoors, and Avery and the A.T. are great reminders of the wild spirit of exploration that connects us both.

In 1995, Rob Tod started Allagash Brewing Company and since then, Portland, ME, has been a place of reverence in the Belgian brewing pantheon. Allagash adds their Belgian flair to variety of beer styles and are one of the few American breweries to use a traditional coolship for true spontaneous fermentations leading to seriously complex beers native to their coastal home.",38,1.048,2.0,,2.0,Limited,Limited availability.,2014.0,,,,,,,,,
703,9XJBp9,Narconaut,Narconaut,6.6,,30.0,N,N,verified,Verified,2015-04-06 18:32:41,2018-11-02 02:15:14,,,,,,,,,,30.0,3.0,3.0,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,"Black I.P.A. brewed with Pilsner malt and a premium blend of dark malts. Dry-hopped with Nugget, this beer has an upfront bitterness with a malty backbone and a bitter finish.",70,1.072,,,,,,,,,,,,,,,
704,Rg6aeS,Narwhal,Narwhal,10.2,6.0,43.0,N,N,verified,Verified,2012-10-22 23:47:24,2018-11-02 02:15:14,https://brewerydb-images.s3.amazonaws.com/beer/Rg6aeS/upload_3ZudK1-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/Rg6aeS/upload_3ZudK1-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/Rg6aeS/upload_3ZudK1-large.png,https://brewerydb-images.s3.amazonaws.com/beer/Rg6aeS/upload_3ZudK1-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/Rg6aeS/upload_3ZudK1-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/Rg6aeS/upload_3ZudK1-contentAwareLarge.png,6.0,Snifter,2012-01-03 02:41:33,43.0,3.0,3.0,North American Origin Ales,2012-03-21 20:06:45,American-Style Imperial Stout,American Imperial Stout,"Black in color, American-style imperial stouts typically have a high alcohol content. Generally characterized as very robust. The extremely rich malty flavor and aroma are balanced with assertive hopping and fruity-ester characteristics. Bitterness should be moderately high to very high and balanced with full sweet malt character. Roasted malt astringency and bitterness can be moderately perceived but should not overwhelm the overall character. Hop aroma is usually moderately-high to overwhelmingly hop-floral, -citrus or -herbal. Diacetyl (butterscotch) levels should be absent.",50,80,7,12,40,40,1.08,1.02,1.03,2012-03-21 20:06:46,2015-04-07 15:28:49,"A malt-forward monster, highlighting the depths of malt flavor.

Narwhal Imperial Stout is inspired by the mysterious creature that thrives in deepest fathoms of the frigid Arctic Ocean. Featuring incredible depth of malt flavor, rich with notes of espresso, baker's cocoa, roasted grain and a light hint of smoke, Narwhal is a massive malt-forward monster. Aggressive but refined with a velvety smooth body and decadent finish, Narwhal will age in the bottle for years to come.",60,1.101,4.0,,4.0,Seasonal,"Available at the same time of year, every year.",,,41.0,41.0,Over 40,000000,,,,
705,9Qr0BU,Narwhal Tawny Port Barrel Aged,Narwhal Tawny Port Barrel Aged,11.4,,43.0,N,N,verified,Verified,2015-10-16 14:16:26,2018-11-02 02:15:14,,,,,,,,,,43.0,3.0,3.0,North American Origin Ales,2012-03-21 20:06:45,American-Style Imperial Stout,American Imperial Stout,"Black in color, American-style imperial stouts typically have a high alcohol content. Generally characterized as very robust. The extremely rich malty flavor and aroma are balanced with assertive hopping and fruity-ester characteristics. Bitterness should be moderately high to very high and balanced with full sweet malt character. Roasted malt astringency and bitterness can be moderately perceived but should not overwhelm the overall character. Hop aroma is usually moderately-high to overwhelmingly hop-floral, -citrus or -herbal. Diacetyl (butterscotch) levels should be absent.",50,80,7,12,40,40,1.08,1.02,1.03,2012-03-21 20:06:46,2015-04-07 15:28:49,,,,,,,,,,,,,,,,,,
706,Xzoo8o,Natty Daddy,Natty Daddy,8,5.0,94.0,N,N,verified,Verified,2012-01-03 02:43:45,2018-11-02 02:15:14,https://brewerydb-images.s3.amazonaws.com/beer/Xzoo8o/upload_ujEKlg-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/Xzoo8o/upload_ujEKlg-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/Xzoo8o/upload_ujEKlg-large.png,https://brewerydb-images.s3.amazonaws.com/beer/Xzoo8o/upload_ujEKlg-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/Xzoo8o/upload_ujEKlg-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/Xzoo8o/upload_ujEKlg-contentAwareLarge.png,5.0,Pint,2012-01-03 02:41:33,94.0,8.0,8.0,North American Lager,2012-03-21 20:06:46,American-Style Light (Low Calorie) Lager,American Light Lager,"These beers are extremely light colored, light in body, and high in carbonation. Calorie level should not exceed 125 per 12 ounce serving. Corn, rice, or other grain or sugar adjuncts are often used. Flavor is mild and hop bitterness and aroma is negligible to very low. Light fruity esters are acceptable. Chill haze and diacetyl should be absent.",5,10,3.5,4.4,2,4,1.024,1.002,1.008,2012-03-21 20:06:46,2015-04-07 15:39:35,"Lager brewed with Natural Light’s all-natural ingredients. 
Brewed with: Water, Barley Malt, Cereal Grains, Hops, Yeast.",,,1.0,,1.0,Year Round,Available year round as a staple beer.,,,,,,,,,,
707,lFrwWQ,Natural Ice,Natural Ice,5.9,5.0,94.0,N,N,verified,Verified,2012-01-03 02:43:45,2018-11-02 02:15:14,https://brewerydb-images.s3.amazonaws.com/beer/lFrwWQ/upload_gpMEmy-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/lFrwWQ/upload_gpMEmy-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/lFrwWQ/upload_gpMEmy-large.png,https://brewerydb-images.s3.amazonaws.com/beer/lFrwWQ/upload_gpMEmy-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/lFrwWQ/upload_gpMEmy-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/lFrwWQ/upload_gpMEmy-contentAwareLarge.png,5.0,Pint,2012-01-03 02:41:33,94.0,8.0,8.0,North American Lager,2012-03-21 20:06:46,American-Style Light (Low Calorie) Lager,American Light Lager,"These beers are extremely light colored, light in body, and high in carbonation. Calorie level should not exceed 125 per 12 ounce serving. Corn, rice, or other grain or sugar adjuncts are often used. Flavor is mild and hop bitterness and aroma is negligible to very low. Light fruity esters are acceptable. Chill haze and diacetyl should be absent.",5,10,3.5,4.4,2,4,1.024,1.002,1.008,2012-03-21 20:06:46,2015-04-07 15:39:35,,,,,,,,,,,,,,,,,,
708,NZakfr,Natural Light,Natural Light,4.2,,94.0,N,N,verified,Verified,2012-01-03 02:43:45,2018-11-02 02:15:14,https://brewerydb-images.s3.amazonaws.com/beer/NZakfr/upload_IGxgip-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/NZakfr/upload_IGxgip-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/NZakfr/upload_IGxgip-large.png,https://brewerydb-images.s3.amazonaws.com/beer/NZakfr/upload_IGxgip-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/NZakfr/upload_IGxgip-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/NZakfr/upload_IGxgip-contentAwareLarge.png,,,,94.0,8.0,8.0,North American Lager,2012-03-21 20:06:46,American-Style Light (Low Calorie) Lager,American Light Lager,"These beers are extremely light colored, light in body, and high in carbonation. Calorie level should not exceed 125 per 12 ounce serving. Corn, rice, or other grain or sugar adjuncts are often used. Flavor is mild and hop bitterness and aroma is negligible to very low. Light fruity esters are acceptable. Chill haze and diacetyl should be absent.",5,10,3.5,4.4,2,4,1.024,1.002,1.008,2012-03-21 20:06:46,2015-04-07 15:39:35,,,,,,,,,,,,,,,,,,
709,TPdvZt,Neomixicanus,Neomixicanus,6.5,,30.0,N,N,verified,Verified,2015-12-27 18:05:51,2018-11-02 02:15:14,,,,,,,,,,30.0,3.0,3.0,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,,,,,,,,,,,,,,
710,eI5fN2,New Dogtown Pale Ale,New Dogtown Pale Ale,6.2,5.0,25.0,N,N,verified,Verified,2012-01-03 02:43:54,2018-11-02 02:15:14,https://brewerydb-images.s3.amazonaws.com/beer/eI5fN2/upload_9HTRE2-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/eI5fN2/upload_9HTRE2-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/eI5fN2/upload_9HTRE2-large.png,https://brewerydb-images.s3.amazonaws.com/beer/eI5fN2/upload_9HTRE2-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/eI5fN2/upload_9HTRE2-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/eI5fN2/upload_9HTRE2-contentAwareLarge.png,5.0,Pint,2012-01-03 02:41:33,25.0,3.0,3.0,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30,42,4.5,5.6,6,14,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,"This one was our first grocery store package. It is big, malty Pale Ale with a thirst-quenching hop flavor and a crispy clean finish.  WE revamped the recipe in 2008 to brighten up the hoppy kick.",,,1.0,,1.0,Year Round,Available year round as a staple beer.,,,,,,,,,,
711,AXkM1P,New England IPA,New England IPA,7.5,,172.0,N,N,verified,Verified,2018-10-14 19:43:20,2018-11-02 02:15:14,https://brewerydb-images.s3.amazonaws.com/beer/AXkM1P/upload_H2qJhT-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/AXkM1P/upload_H2qJhT-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/AXkM1P/upload_H2qJhT-large.png,https://brewerydb-images.s3.amazonaws.com/beer/AXkM1P/upload_H2qJhT-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/AXkM1P/upload_H2qJhT-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/AXkM1P/upload_H2qJhT-contentAwareLarge.png,,,,172.0,3.0,3.0,North American Origin Ales,2012-03-21 20:06:45,Juicy or Hazy India Pale Ale,Juicy or Hazy IPA,"Color: Straw to deep gold

Clarity: Low to very high degree of cloudiness is typical of these beers. Starch, yeast, hop, protein and/or other compounds contribute to a wide range of hazy appearance within this category.

Perceived Malt Aroma & Flavor: Low to low-medium malt aroma and flavor may be present

Perceived Hop Aroma & Flavor: Medium-high to very high hop aroma and flavor are present, with attributes typical of hops from any origin

Perceived Bitterness: Medium-low to medium

Fermentation Characteristics: Low to medium fruity-estery aroma and ﬂavor may be present, but are usually overwhelmed by hop fruitiness. Diacetyl should not be perceived.

Body: Medium-low to medium-high. Perceived silky or full mouthfeel may contribute to overall flavor profile.

Additional notes: Grist may include a small amount of oat, wheat or other adjuncts to promote haziness. Descriptors such as “juicy” are often used to describe the taste and aroma hop-derived attributes present in these beers.",50,70,6.3,7.5,4,7,1.06,1.008,1.016,2018-08-16 14:03:57,,,,,,,,,,,1.07,,,,,,,,
712,tGCD2j,New Holland Brewing 20th Anniversary Ale,New Holland Brewing 20th Anniversary Ale,20,,14.0,N,N,verified,Verified,2017-12-09 20:47:17,2018-11-02 02:15:14,,,,,,,,,,14.0,1.0,1.0,British Origin Ales,2012-03-21 20:06:45,Strong Ale,Strong Ale,"Light amber to mid-range brown in color, strong ales are medium to full bodied with a malty sweetness and may have low levels of roast malt character. Hop aroma should be minimal and flavor can vary from none to medium in character intensity. Fruity-ester flavors and aromas can contribute to the character of this ale. Bitterness should be minimal but evident and balanced with malt and/or caramel-like sweetness. Alcohol types can be varied and complex. A rich, often sweet and complex estery character may be evident. Very low levels of diacetyl are acceptable. Chill haze is acceptable at low temperatures. (This style may often be split into two categories, strong and very strong.)",30,65,7,11,8,21,1.06,1.014,1.04,2012-03-21 20:06:45,2015-04-07 15:21:05,,0,0,,,,,,,,,,,,,,,
713,Bl8SsD,New Holland Dragon's Milk (Bourbon Barrel Stout),New Holland Dragon's Milk (Bourbon Barrel Stout),,,44.0,N,N,verified,Verified,2018-05-20 14:58:53,2018-11-02 02:15:14,,,,,,,,,,44.0,3.0,3.0,North American Origin Ales,2012-03-21 20:06:45,Specialty Stouts,Stout,"See British Origin American-Style Imperial Porter Imperial porters are very dark brown to black in color. No roast barley or strong burnt/astringent black malt character should be perceived. Medium malt, caramel and cocoa-like sweetness should be in harmony with medium-low to medium hop bitterness. This is a full bodied beer. Ale-like fruity esters should be evident but not overpowering and compliment malt derived sweetness and hop character. Hop flavor and aroma may vary from being low to medium-high. Diacetyl (butterscotch) levels should be absent.",35,50,7,12,40,40,1.08,1.02,1.03,2012-03-21 20:06:46,2015-04-07 15:28:58,,,,,,,,,,,,,,,,,,
714,3PXm6h,Nib Sip Chub,Nib Sip Chub,7,,18.0,N,N,verified,Verified,2015-01-16 20:56:10,2018-11-02 02:15:14,https://brewerydb-images.s3.amazonaws.com/beer/3PXm6h/upload_7XLcFd-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/3PXm6h/upload_7XLcFd-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/3PXm6h/upload_7XLcFd-large.png,https://brewerydb-images.s3.amazonaws.com/beer/3PXm6h/upload_7XLcFd-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/3PXm6h/upload_7XLcFd-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/3PXm6h/upload_7XLcFd-contentAwareLarge.png,,,,18.0,1.0,1.0,British Origin Ales,2012-03-21 20:06:45,Brown Porter,Brown Porter,"Brown porters are mid to dark brown (may have red tint) in color. No roast barley or strong burnt/black malt character should be perceived. Low to medium malt sweetness, caramel and chocolate is acceptable along with medium hop bitterness. This is a lightto medium-bodied beer. Fruity esters are acceptable. Hop flavor and aroma may vary from being negligible to medium in character.",20,30,4.5,6,20,35,1.04,1.006,1.014,2012-03-21 20:06:45,2015-04-07 15:21:43,American Porter with Coffee and Cocoa,,,,,,,,,,,,,,,,,
715,OXcz6Z,Nice Things IPA,Nice Things IPA,6.4,,30.0,N,N,verified,Verified,2016-10-31 19:59:07,2018-11-02 02:15:14,https://brewerydb-images.s3.amazonaws.com/beer/OXcz6Z/upload_c4t7QT-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/OXcz6Z/upload_c4t7QT-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/OXcz6Z/upload_c4t7QT-large.png,https://brewerydb-images.s3.amazonaws.com/beer/OXcz6Z/upload_c4t7QT-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/OXcz6Z/upload_c4t7QT-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/OXcz6Z/upload_c4t7QT-contentAwareLarge.png,,,,30.0,3.0,3.0,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,"The boys don' did it on this one. Hazy, hoppy, heady. They even tossed some pineapple in there. This beer's got hops and those things are nice. Mosaic hops run the show, featuring Amarillo and Simcoe on the chorus.

Brewed with hip-hop artist (and hop hop artist -- sorry, couldn't resist) Chill Moody.",37,,2.0,,2.0,Limited,Limited availability.,,,,,,,,,,
716,sicuOa,Night Time,Night Time,7.9,5.0,41.0,N,N,verified,Verified,2014-02-17 12:43:57,2018-11-02 02:15:14,https://brewerydb-images.s3.amazonaws.com/beer/sicuOa/upload_XxuopV-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/sicuOa/upload_XxuopV-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/sicuOa/upload_XxuopV-large.png,https://brewerydb-images.s3.amazonaws.com/beer/sicuOa/upload_XxuopV-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/sicuOa/upload_XxuopV-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/sicuOa/upload_XxuopV-contentAwareLarge.png,5.0,Pint,2012-01-03 02:41:33,41.0,3.0,3.0,North American Origin Ales,2012-03-21 20:06:45,American-Style Black Ale,Black Ale,"American-style Black Ales are very dark to black and perceived to have medium high to high hop bitterness, flavor and aroma with medium-high alcohol content, balanced with a medium body. Fruity, floral and herbal character from hops of all origins may contribute character. The style is further characterized by a balanced and moderate degree of caramel malt and dark roasted malt flavor and aroma. High astringency and high degree of burnt roast malt character should be absent.",50,70,6,7.5,35,35,1.056,1.012,1.018,2012-03-21 20:06:46,2015-04-07 15:28:36,"Think of it like DayTime’s big, dark and scary sidekick. This ale is packed full of highly roasted malts, then counterhopped by smooth operators with the dankest, juiciest hops. Not for the lunch crowd or the faint of heart.",65,1.087,2.0,,2.0,Limited,Limited availability.,,,31.0,31.0,31,5E0B00,cool,Cool - (8-12C/45-54F),,
