,wine,wine_id,wine_slug,appellation,appellation_slug,color,wine_type,regions,country,classification,vintage,date,is_primeurs,score,confidence_index,journalist_count,lwin,lwin_11
4428,"Shafer Vineyards, Relentless, Napa Valley",126752,shafer-vineyards-relentless-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2013,2017-06-01,False,93.88,B+,4,,
4429,"Ridge Vineyards, Monte Bello, Santa Cruz Mountains",120786,ridge-vineyards-monte-bello-santa-cruz-mountains,Santa Cruz Mountains,santa-cruz-mountains,Red,,['California'],Usa,,1984,2017-06-01,False,93.53,B,6,1123164.0,11231641984.0
4430,"Chateau Grand Puy Lacoste, Pauillac",36165,chateau-grand-puy-lacoste-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,5eme Grand Cru classé en 1855,1982,2017-06-01,False,93.49,B,7,1010787.0,10107871982.0
4431,"Gallica, Cabernet Sauvignon, Oakville",77600,gallica-cabernet-sauvignon-oakville,Oakville,oakville,Red,,['California'],Usa,,2014,2017-06-01,False,93.48,A+,3,,
4432,"Robert Craig Winery, Howell Mountain Cabernet Sauvignon, Napa Valley",121297,robert-craig-winery-howell-mountain-cabernet-sauvignon-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2014,2017-06-01,False,93.29,A+,4,,
4433,"Two Hands Wines, Lilys Garden Shiraz, Mclaren Vale",137527,two-hands-wines-lilys-garden-shiraz-mclaren-vale,Mclaren Vale,mclaren-vale,Red,,['Australia'],Australia,,2014,2017-06-01,False,92.95,B,4,1005240.0,10052402014.0
4434,"Chateau Pavie, Saint Emilion Grand Cru",39797,chateau-pavie-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Premier Grand Cru classé A,2011,2017-06-01,False,92.01,B+,16,1013850.0,10138502011.0
4435,"Chateau Valandraud, No.1 Blanc De Valandraud, Blanc, Bordeaux Blanc",41569,chateau-valandraud-no1-blanc-de-valandraud-blanc-bordeaux-blanc,Bordeaux Blanc,bordeaux-blanc,White,dry,['Bordeaux'],France,,2014,2017-06-01,False,91.96,A,9,,
4436,"Chateau Teyssier, Vieux Chateau Mazerat, Saint Emilion Grand Cru",41246,chateau-teyssier-vieux-chateau-mazerat-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2014,2017-06-01,False,91.73,B+,13,,
4437,"Chateau Cheval Blanc, Le Petit Cheval, Bordeaux Blanc, Bordeaux",147288,chateau-cheval-blanc-le-petit-cheval-bordeaux-blanc-bordeaux,Bordeaux Blanc,bordeaux-blanc,White,dry,['Bordeaux'],France,,2014,2017-06-01,False,91.69,A,8,1406005.0,14060052014.0
4438,"Freemark Abbey, 'Sycamore' Cabernet Sauvignon, Rutherford",76828,freemark-abbey-sycamore-cabernet-sauvignon-rutherford,Rutherford,rutherford,Red,,['California'],Usa,,2012,2017-06-01,False,91.65,B,4,,
4439,"Chateau Pape Clement, Pessac Leognan",39768,chateau-pape-clement-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,Grand Cru Classé de Graves,1990,2017-06-01,False,91.49,B,6,1013690.0,10136901990.0
4440,"Chateau Pavie, Saint Emilion Grand Cru",39797,chateau-pavie-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Premier Grand Cru classé A,2002,2017-06-01,False,91.48,A,7,1013850.0,10138502002.0
4441,"Gramercy Cellars, L'Idiot Du Village, Walla Walla Valley",79954,gramercy-cellars-lidiot-du-village-walla-walla-valley,Walla Walla Valley,walla-walla-valley,Red,,['Washington'],Usa,,2014,2017-06-01,False,91.45,B,3,,
4442,"Yeringberg, Pinot Noir, Yarra Valley",146729,yeringberg-pinot-noir-yarra-valley,Yarra Valley,yarra-valley,Red,,['Australia'],Australia,,2013,2017-06-01,False,91.42,B,3,,
4443,"Amici Cellars, Spring Mountain District Cabernet Sauvignon, Napa Valley",3823,amici-cellars-spring-mountain-district-cabernet-sauvignon-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2013,2017-06-01,False,91.38,C+,3,,
4444,"Shafer Vineyards, Merlot, Napa Valley",126747,shafer-vineyards-merlot-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2014,2017-06-01,False,91.35,A,3,1123249.0,11232492014.0
4445,"Torres, Salmos, Priorat",136042,torres-salmos-priorat,Priorat,priorat,Red,,['Spain'],Spain,,2013,2017-06-01,False,91.33,B,3,,
4446,"Beringer Vineyards, Private Reserve Chardonnay, White, Napa Valley",11030,beringer-vineyards-private-reserve-chardonnay-white-napa-valley,Napa Valley,napa-valley,White,dry,['California'],Usa,,2015,2017-06-01,False,91.32,B,5,,
4447,"Ramey Wine Cellars, Cabernet Sauvignon, Napa Valley",118756,ramey-wine-cellars-cabernet-sauvignon-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2014,2017-06-01,False,91.3,A,4,,
4448,"Moss Wood, Chardonnay, White, Margaret River",107553,moss-wood-chardonnay-white-margaret-river,Margaret River,margaret-river,White,dry,['Australia'],Australia,,2014,2017-06-01,False,91.29,B,4,,
4449,"Chateau Pavie, Saint Emilion Grand Cru",39797,chateau-pavie-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Premier Grand Cru classé A,2013,2017-06-01,False,91.24,A,20,1013850.0,10138502013.0
4450,"Silverado Vineyards, Solo Cabernet Sauvignon, Stags Leap District",127659,silverado-vineyards-solo-cabernet-sauvignon-stags-leap-district,Stags Leap District,stags-leap-district,Red,,['California'],Usa,,2013,2017-06-01,False,91.07,B,3,,
4451,"Chateau Suduiraut, S De Suduiraut, Blanc, Bordeaux Blanc",41115,chateau-suduiraut-s-de-suduiraut-blanc-bordeaux-blanc,Bordeaux Blanc,bordeaux-blanc,White,dry,['Bordeaux'],France,,2012,2017-06-01,False,90.72,B+,8,,
4452,"Pina, Firehouse Vineyard Cabernet Sauvignon, Rutherford",116282,pina-firehouse-vineyard-cabernet-sauvignon-rutherford,Rutherford,rutherford,Red,,['California'],Usa,,2013,2017-06-01,False,90.69,B,3,,
4453,"Moss Wood, Ribbon Vale Vineyard Cabernet Sauvignon - Merlot, Margaret River",107558,moss-wood-ribbon-vale-vineyard-cabernet-sauvignon-merlot-margaret-river,Margaret River,margaret-river,Red,,['Australia'],Australia,,2011,2017-06-01,False,90.68,B+,4,,
4454,"Clos Des Lunes, Lune D'Or, Blanc, Bordeaux",43683,clos-des-lunes-lune-dor-blanc-bordeaux,Bordeaux,bordeaux,White,dry,['Bordeaux'],France,,2014,2017-06-01,False,90.67,A+,11,,
4455,"Leeuwin Estate, Art Series Riesling, White, Margaret River",95315,leeuwin-estate-art-series-riesling-white-margaret-river,Margaret River,margaret-river,White,dry,['Australia'],Australia,,2015,2017-06-01,False,90.55,A,4,,
4456,"Chateau Larcis-Ducasse, Le Murmure De Larcis-Ducasse, Saint-Emilion",38100,chateau-larcis-ducasse-le-murmure-de-larcis-ducasse-saint-emilion,Saint-Emilion,saint-emilion,Red,,['Bordeaux'],France,,2014,2017-06-01,False,90.55,B,3,,
4457,"Patel, Cabernet Sauvignon, Napa Valley",113012,patel-cabernet-sauvignon-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2013,2017-06-01,False,90.52,B,4,,
4458,"Yeringberg, Red Blend, Yarra Valley",146730,yeringberg-red-blend-yarra-valley,Yarra Valley,yarra-valley,Red,,['Australia'],Australia,,2013,2017-06-01,False,90.47,C,3,,
4459,"Araujo Estate, Altagracia Red, Napa Valley",5548,araujo-estate-altagracia-red-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2014,2017-06-01,False,90.46,C+,4,,
4460,"Chateau Suduiraut, S De Suduiraut, Blanc, Bordeaux Blanc",41115,chateau-suduiraut-s-de-suduiraut-blanc-bordeaux-blanc,Bordeaux Blanc,bordeaux-blanc,White,dry,['Bordeaux'],France,,2013,2017-06-01,False,90.45,B+,9,,
4461,"Chateau Suduiraut, S De Suduiraut, Blanc, Bordeaux Blanc",41115,chateau-suduiraut-s-de-suduiraut-blanc-bordeaux-blanc,Bordeaux Blanc,bordeaux-blanc,White,dry,['Bordeaux'],France,,2014,2017-06-01,False,90.43,B+,8,,
4462,"Chateau Lafaurie Peyraguey, Blanc, Bordeaux",37871,chateau-lafaurie-peyraguey-blanc-bordeaux,Bordeaux,bordeaux,White,dry,['Bordeaux'],France,,2014,2017-06-01,False,90.4,A,4,,
4463,"Chateau Sansonnet, Saint Emilion Grand Cru",40843,chateau-sansonnet-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2014,2017-06-01,False,90.39,A,12,,
4464,"Duffau Lagarrosse, Chateau Beausejour, Croix De Beausejour, Saint Emilion Grand Cru",68101,duffau-lagarrosse-chateau-beausejour-croix-de-beausejour-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2014,2017-06-01,False,90.32,B,3,,
4465,"Chateau Teyssier, Le Carre, Saint Emilion Grand Cru",94835,chateau-teyssier-le-carre-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2014,2017-06-01,False,90.27,A+,13,,
4466,"Moss Wood, Semillon, White, Margaret River",107561,moss-wood-semillon-white-margaret-river,Margaret River,margaret-river,White,dry,['Australia'],Australia,,2015,2017-06-01,False,90.21,B,4,,
4467,"Chateau Sigalas Rabaud, La Semillante De Sigalas Blanc Sec, Blanc, Bordeaux",40897,chateau-sigalas-rabaud-la-semillante-de-sigalas-blanc-sec-blanc-bordeaux,Bordeaux,bordeaux,White,dry,['Bordeaux'],France,,2014,2017-06-01,False,90.1,B+,5,,
4468,"Chateau La Marzelle, Saint Emilion Grand Cru",37520,chateau-la-marzelle-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2014,2017-06-01,False,89.96,A,15,1012882.0,10128822014.0
4469,"Chateau Marojallia, Margaux",39092,chateau-marojallia-margaux,Margaux,margaux,Red,,['Bordeaux'],France,,2014,2017-06-01,False,89.92,B+,9,1012808.0,10128082014.0
4470,"Chateau Olivier, Blanc, Pessac Leognan",39720,chateau-olivier-blanc-pessac-leognan,Pessac Leognan,pessac-leognan,White,dry,['Bordeaux'],France,Grand Cru Classé de Graves,2014,2017-06-01,False,89.9,B+,15,1017353.0,10173532014.0
4471,"Silverado Vineyards, Geo Cabernet Sauvignon, Coombsville",127641,silverado-vineyards-geo-cabernet-sauvignon-coombsville,Coombsville,coombsville,Red,,['California'],Usa,,2013,2017-06-01,False,89.88,B,3,,
4472,"Chateau Fonplegade, Saint Emilion Grand Cru",35748,chateau-fonplegade-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2005,2017-06-01,False,89.83,B,6,1010240.0,10102402005.0
4473,"Chateau Pichon Longueville Baron, Les Griffons De Pichon Baron, Pauillac",40017,chateau-pichon-longueville-baron-les-griffons-de-pichon-baron-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,,2014,2017-06-01,False,89.79,A+,16,1310092.0,13100922014.0
4474,"Chateau Des Annereaux, Lalande De Pomerol",35034,chateau-des-annereaux-lalande-de-pomerol,Lalande De Pomerol,lalande-de-pomerol,Red,,['Bordeaux'],France,,2016,2017-06-01,True,89.78,B,5,,
4475,"Moss Wood, Ribbon Vale Vineyard Cabernet Sauvignon - Merlot, Margaret River",107558,moss-wood-ribbon-vale-vineyard-cabernet-sauvignon-merlot-margaret-river,Margaret River,margaret-river,Red,,['Australia'],Australia,,2013,2017-06-01,False,89.75,B,4,,
4476,"Chateau Lespault-Martillac, Blanc, Pessac Leognan",38773,chateau-lespault-martillac-blanc-pessac-leognan,Pessac Leognan,pessac-leognan,White,dry,['Bordeaux'],France,,2014,2017-06-01,False,89.65,A,10,,
4477,"Beaulieu Vineyard Bv, Reserve Tapestry, Napa Valley",9789,beaulieu-vineyard-bv-reserve-tapestry-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2013,2017-06-01,False,89.55,B,5,,
4478,"Chateau De Pressac, Saint Emilion Grand Cru",34755,chateau-de-pressac-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2014,2017-06-01,False,89.47,A,14,,
4479,"Chateau Laforge, Saint Emilion Grand Cru",37938,chateau-laforge-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2014,2017-06-01,False,89.42,A+,13,,
4480,"Chateau Smith Haut Lafitte, Les Hauts De Smith, Blanc, Pessac Leognan",40943,chateau-smith-haut-lafitte-les-hauts-de-smith-blanc-pessac-leognan,Pessac Leognan,pessac-leognan,White,dry,['Bordeaux'],France,,2014,2017-06-01,False,89.38,B+,8,1017106.0,10171062014.0
4481,"Chateau Gazin Rocquencourt, Blanc, Pessac Leognan",35970,chateau-gazin-rocquencourt-blanc-pessac-leognan,Pessac Leognan,pessac-leognan,White,dry,['Bordeaux'],France,,2014,2017-06-01,False,89.33,B,6,,
4482,"Clos Badon Thunevin, Saint Emilion Grand Cru",43494,clos-badon-thunevin-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2014,2017-06-01,False,89.21,A+,14,,
4483,"Chateau Canon, La Croix Canon, Canon Fronsac",32989,chateau-canon-la-croix-canon-canon-fronsac,Canon Fronsac,canon-fronsac,Red,,['Bordeaux'],France,,2014,2017-06-01,False,89.14,A,6,,
4484,"Chateau Les Justices, Blanc, Sauternes",38657,chateau-les-justices-blanc-sauternes,Sauternes,sauternes,White,sweet,['Bordeaux'],France,,2014,2017-06-01,False,89.12,B+,9,,
4485,"Chateau Marsau, Francs Cotes De Bordeaux",39117,chateau-marsau-francs-cotes-de-bordeaux,Francs Cotes De Bordeaux,francs-cotes-de-bordeaux,Red,,['Bordeaux'],France,,2014,2017-06-01,False,89.07,B+,6,,
4486,"Chateau Fourcas Dupre, Blanc, Bordeaux Blanc",35837,chateau-fourcas-dupre-blanc-bordeaux-blanc,Bordeaux Blanc,bordeaux-blanc,White,dry,['Bordeaux'],France,,2015,2017-06-01,False,88.98,C+,3,,
4487,"Chateau Villa Bel Air, Blanc, Graves",41729,chateau-villa-bel-air-blanc-graves,Graves,graves,White,dry,['Bordeaux'],France,,2014,2017-06-01,False,88.9,A,3,,
4488,"Chateau La Garde, Blanc, Pessac Leognan",37389,chateau-la-garde-blanc-pessac-leognan,Pessac Leognan,pessac-leognan,White,dry,['Bordeaux'],France,,2014,2017-06-01,False,88.86,A,9,,
4489,"Vignobles Andre Lurton, Chateau De Cruzeau, Blanc, Pessac Leognan",139907,vignobles-andre-lurton-chateau-de-cruzeau-blanc-pessac-leognan,Pessac Leognan,pessac-leognan,White,dry,['Bordeaux'],France,,2015,2017-06-01,False,88.82,B,4,,
4490,"Chateau Teyssier, Clos Nardian, Blanc, Bordeaux",41239,chateau-teyssier-clos-nardian-blanc-bordeaux,Bordeaux,bordeaux,White,dry,['Bordeaux'],France,,2014,2017-06-01,False,88.79,A,11,,
4491,"Chateau De France, Pessac Leognan",11270,chateau-de-france-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2014,2017-06-01,False,88.79,B+,15,,
4492,"Chateau Franc Mayne, Saint Emilion Grand Cru",35870,chateau-franc-mayne-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2014,2017-06-01,False,88.78,A,19,1010396.0,10103962014.0
4493,"Chateau Petit Figeac, Saint Emilion",39897,chateau-petit-figeac-saint-emilion,Saint Emilion,saint-emilion,Red,,['Bordeaux'],France,,2014,2017-06-01,False,88.77,B+,12,1176317.0,11763172014.0
4494,"Yeringberg, Viognier, White, Yarra Valley",146732,yeringberg-viognier-white-yarra-valley,Yarra Valley,yarra-valley,White,dry,['Australia'],Australia,,2014,2017-06-01,False,88.76,B,4,,
4495,"Chateau Smith Haut Lafitte, Le Petit Haut Lafitte, Blanc, Pessac Leognan",40940,chateau-smith-haut-lafitte-le-petit-haut-lafitte-blanc-pessac-leognan,Pessac Leognan,pessac-leognan,White,dry,['Bordeaux'],France,,2014,2017-06-01,False,88.72,A,7,,
4496,"Chateau Malartic Lagraviere, La Reserve De Malartic Le Sillage, Pessac Leognan",38991,chateau-malartic-lagraviere-la-reserve-de-malartic-le-sillage-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2014,2017-06-01,False,88.69,B,3,,
4497,"Chateau L'Evangile, Blason de l'Evangile, Pomerol",36984,chateau-levangile-blason-de-l-evangile-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2014,2017-06-01,False,88.59,B,6,1007127.0,10071272014.0
4498,"Chateau Haut Bergey, Blanc, Pessac Leognan",36388,chateau-haut-bergey-blanc-pessac-leognan,Pessac Leognan,pessac-leognan,White,dry,['Bordeaux'],France,,2014,2017-06-01,False,88.54,A,10,,
4499,"Chateau Respide Medeville, Blanc, Graves",40387,chateau-respide-medeville-blanc-graves,Graves,graves,White,dry,['Bordeaux'],France,,2014,2017-06-01,False,88.53,B+,3,,
4500,"Famille Bouey, Chateau Lestruelle, Medoc",71842,famille-bouey-chateau-lestruelle-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2014,2017-06-01,False,88.4,A,6,,
4501,"Chateau Le Pape, Pessac Leognan",38381,chateau-le-pape-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2014,2017-06-01,False,88.36,A,12,,
4502,"Chateau Smith Haut Lafitte, Les Hauts De Smith, Pessac Leognan",40944,chateau-smith-haut-lafitte-les-hauts-de-smith-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2014,2017-06-01,False,88.18,B+,8,,
4503,"Chateau Fonplegade, Saint Emilion Grand Cru",35748,chateau-fonplegade-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2006,2017-06-01,False,88.17,B,6,1010240.0,10102402006.0
4504,"Clos Romanile, Saint Emilion Grand Cru",44057,clos-romanile-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2014,2017-06-01,False,88.16,B+,10,,
4505,"Chateau Fourcas Borie, Listrac Medoc",35835,chateau-fourcas-borie-listrac-medoc,Listrac Medoc,listrac-medoc,Red,,['Bordeaux'],France,,2014,2017-06-01,False,88.12,A+,11,,
4506,"Chateau De Valandraud, Virginie de Valandraud, Blanc, Saint Emilion",148001,chateau-de-valandraud-virginie-de-valandraud-blanc-saint-emilion,Saint Emilion,saint-emilion,White,dry,['Bordeaux'],France,,2014,2017-06-01,False,88.09,B+,4,,
4507,"Chateau De Reignac, Bordeaux Superieur",34772,chateau-de-reignac-bordeaux-superieur,Bordeaux Superieur,bordeaux-superieur,Red,,['Bordeaux'],France,,2014,2017-06-01,False,88.08,B+,4,,
4508,"Chateau De Cerons, Le Grand Enclos Rouge, Graves",33941,chateau-de-cerons-le-grand-enclos-rouge-graves,Graves,graves,Red,,['Bordeaux'],France,,2014,2017-06-01,False,88.05,B+,4,,
4509,"Chateau Rollan De By, Medoc",40519,chateau-rollan-de-by-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2014,2017-06-01,False,88.04,A,13,,
4510,"Chateau Hanteillan, Haut Medoc",36350,chateau-hanteillan-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2014,2017-06-01,False,87.98,B+,7,,
4511,"Chateau La Fleur D'Arthus, Saint Emilion Grand Cru",37307,chateau-la-fleur-darthus-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2014,2017-06-01,False,87.97,A,9,,
4512,"Chateau De Ferrand, Saint Emilion Grand Cru",34050,chateau-de-ferrand-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2014,2017-06-01,False,87.95,A,9,,
4513,"Chateau Lespault-Martillac, Pessac Leognan",38774,chateau-lespault-martillac-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2014,2017-06-01,False,87.92,B+,11,,
4514,"Rutherford Hill, Merlot Merlot, Napa Valley",123291,rutherford-hill-merlot-merlot-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2013,2017-06-01,False,87.88,B+,3,,
4515,"Chateau Jean Faux, Bordeaux Superieur",36820,chateau-jean-faux-bordeaux-superieur,Bordeaux Superieur,bordeaux-superieur,Red,,['Bordeaux'],France,,2014,2017-06-01,False,87.87,A,9,,
4516,"Chateau Lamartre, Passage Secret, Saint Emilion Grand Cru",148687,chateau-lamartre-passage-secret-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2014,2017-06-01,False,87.85,B+,8,,
4517,"Chateau Trianon, Saint Emilion Grand Cru",41498,chateau-trianon-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2014,2017-06-01,False,87.81,B+,8,,
4518,"Chateau Jean Faux, Blanc, Bordeaux",36819,chateau-jean-faux-blanc-bordeaux,Bordeaux,bordeaux,White,dry,['Bordeaux'],France,,2014,2017-06-01,False,87.81,C+,4,,
4519,"Chateau Godeau, Saint Emilion Grand Cru",36049,chateau-godeau-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2014,2017-06-01,False,87.68,B,10,,
4520,"Chateau Lamartre, Etrange Rumeur, Saint Emilion Grand Cru",148688,chateau-lamartre-etrange-rumeur-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2014,2017-06-01,False,87.68,B,5,,
4521,"Chateau La Branne, Medoc",37062,chateau-la-branne-medoc,Medoc,medoc,Red,,['Bordeaux'],France,,2014,2017-06-01,False,87.68,B,8,,
4522,"Chateau Le Sartre, Pessac Leognan",38444,chateau-le-sartre-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2014,2017-06-01,False,87.66,A+,7,,
4523,"Chateau Tour Seran, Medoc",41459,chateau-tour-seran-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2014,2017-06-01,False,87.64,B+,9,,
4524,"Chateau De Panigon, Medoc",34695,chateau-de-panigon-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2014,2017-06-01,False,87.63,B,5,,
4525,"Chateau Roland Maillet, Saint Emilion Grand Cru",40517,chateau-roland-maillet-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2014,2017-06-01,False,87.63,B,6,,
4526,"Chateau Laffitte Carcasset, Saint Estephe",37896,chateau-laffitte-carcasset-saint-estephe,Saint Estephe,saint-estephe,Red,,['Bordeaux'],France,Cru Bourgeois,2014,2017-06-01,False,87.49,B+,6,,
4527,"Clarendelle, Bordeaux",43016,clarendelle-bordeaux,Bordeaux,bordeaux,Red,,['Bordeaux'],France,,2014,2017-06-01,False,87.46,B+,4,,
4528,"Chateau Duhart Milon, Moulin De Duhart, Pauillac",35570,chateau-duhart-milon-moulin-de-duhart-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,,2014,2017-06-01,False,87.41,A,6,1013414.0,10134142014.0
4529,"Vignobles Denis Barraud, Chateau Les Gravieres, Saint Emilion Grand Cru",38636,vignobles-denis-barraud-chateau-les-gravieres-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2014,2017-06-01,False,87.36,A+,5,,
4530,"Chateau Ducluzeau, Listrac Medoc",35555,chateau-ducluzeau-listrac-medoc,Listrac Medoc,listrac-medoc,Red,,['Bordeaux'],France,,2014,2017-06-01,False,87.32,A,7,,
4531,"Clos Puy Arnaud, Les Ormeaux, Castillon Cotes De Bordeaux",44048,clos-puy-arnaud-les-ormeaux-castillon-cotes-de-bordeaux,Castillon Cotes De Bordeaux,castillon-cotes-de-bordeaux,Red,,['Bordeaux'],France,,2014,2017-06-01,False,87.18,A,4,,
4532,"Chateau La Gurgue, Margaux",37476,chateau-la-gurgue-margaux,Margaux,margaux,Red,,['Bordeaux'],France,,2014,2017-06-01,False,87.17,B,8,1011133.0,10111332014.0
4533,"Chateau Puygueraud, Blanc, Francs Cotes De Bordeaux",40302,chateau-puygueraud-blanc-francs-cotes-de-bordeaux,Francs Cotes De Bordeaux,francs-cotes-de-bordeaux,White,dry,['Bordeaux'],France,,2014,2017-06-01,False,87.14,A,8,,
4534,"Chateau Cantelys, Blanc, Pessac Leognan",33011,chateau-cantelys-blanc-pessac-leognan,Pessac Leognan,pessac-leognan,White,dry,['Bordeaux'],France,,2014,2017-06-01,False,87.12,A,8,,
4535,"Chateau Le Doyenne, Premieres Cotes De Bordeaux",38311,chateau-le-doyenne-premieres-cotes-de-bordeaux,Premieres Cotes De Bordeaux,premieres-cotes-de-bordeaux,Red,,['Bordeaux'],France,,2014,2017-06-01,False,87.1,B+,4,,
4536,"Chateau Bel-Air, Cuvee Jean Gabriel, Lussac Saint Emilion",32461,chateau-bel-air-cuvee-jean-gabriel-lussac-saint-emilion,Lussac Saint Emilion,lussac-saint-emilion,Red,,['Bordeaux'],France,,2014,2017-06-01,False,87.1,B,5,,
4537,"Chateau Faizeau, Selection Vieilles Vignes, Montagne Saint Emilion",35627,chateau-faizeau-selection-vieilles-vignes-montagne-saint-emilion,Montagne Saint Emilion,montagne-saint-emilion,Red,,['Bordeaux'],France,,2014,2017-06-01,False,87.06,B+,5,,
4538,"Bodega Poesia, Pasodoble Red Blend, Mendoza",13906,bodega-poesia-pasodoble-red-blend-mendoza,Mendoza,mendoza,Red,,['Mendoza'],Argentina,,2012,2017-06-01,False,87.04,B+,3,,
4539,"Chateau Grand Barrail Lamarzelle Figeac, Saint Emilion Grand Cru",36080,chateau-grand-barrail-lamarzelle-figeac-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2014,2017-06-01,False,87.0,B,12,,
4540,"Chateau De Malleret, Haut Medoc",34545,chateau-de-malleret-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2014,2017-06-01,False,86.99,B,11,,
4541,"Chateau Marojallia, Clos Margalaine, Margaux",39091,chateau-marojallia-clos-margalaine-margaux,Margaux,margaux,Red,,['Bordeaux'],France,,2014,2017-06-01,False,86.93,B,7,,
4542,"Denis Dubourdieu, Chateau Reynon, Premieres Cotes De Bordeaux",50205,denis-dubourdieu-chateau-reynon-premieres-cotes-de-bordeaux,Premieres Cotes De Bordeaux,premieres-cotes-de-bordeaux,Red,,['Bordeaux'],France,,2014,2017-06-01,False,86.93,B,7,,
4543,"Vignobles Andre Lurton, Chateau De Rochemorin, Pessac Leognan",139911,vignobles-andre-lurton-chateau-de-rochemorin-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2014,2017-06-01,False,86.92,B,6,,
